Time (s),Depth,TEMP,Amplitude,Instantaneous_freq,Amplitude_abs,Amplitude_roll_mean,Amplitude_energy
0.52,533.1183397859675,47.181,-8553.129,11.547107696533203,8553.129,-5044.154296875,73156020.0
0.524,537.6377241086273,47.28762275891373,-10307.617,232.1952362060547,10307.617,-7017.953125,106246980.0
0.528,542.1564004517685,47.368204049694576,-8553.129,22.223604202270508,8553.129,-7895.196875,73156020.0
0.532,547.0004507681574,47.43304507681574,-2851.045,24.45458984375,2851.045,-7368.850390625,8128457.0
0.536,551.8781199751638,47.529,3947.5977,26.732912063598633,3947.5977,-5263.464453125,15583527.0
0.54,556.6343271243775,47.63134327124377,7456.574,28.678237915039062,7456.574,-2061.523828125,55600500.0
0.544,561.5992847873362,47.679,6140.707,30.618000030517578,6140.707,1228.141015625,37708284.0
0.548,566.5570770722569,47.68971231216768,1973.7988,33.91923141479492,1973.7988,3333.5265625,3895881.8
0.552,571.5401014825932,47.81120304447777,-2193.1113,35.535282135009766,2193.1113,3465.11328125,4809737.5
0.556,576.5487938631632,47.97848793863162,-4386.2188,31.33111000061035,4386.2188,1798.35,19238914.0
0.56,581.5786656838642,48.14271994103176,-4824.8438,225.69444274902344,4824.8438,-657.93359375,23279118.0
0.564,586.5586680026998,48.249,-4166.91,20.289417266845703,4166.91,-2719.45703125,17363140.0
0.568,591.6609914502457,48.32482974350739,-1754.4883,20.141965866088867,1754.4883,-3465.114453125,3078229.2
0.572,596.646305413901,48.45277832483406,2851.043,20.639455795288086,2851.043,-2456.28359375,8128446.0
0.576,601.5774169172472,48.58354833834491,8991.75,21.958017349243164,8991.75,219.31015625,80851570.0
0.58,606.4827241439176,48.624172758560825,13816.594,23.225522994995117,13816.594,3947.59765625,190898260.0
0.584,611.469573112146,48.7131743867288,13816.594,23.905296325683594,13816.594,7544.2984375,190898260.0
0.588,616.4420055896217,48.842100279481144,7675.883,24.45247459411621,7675.883,9430.37265625,58919176.0
0.592,621.4428918366264,48.738431346930206,-1754.4883,24.12813949584961,1754.4883,8509.26640625,3078229.2
0.596,626.3855266505357,48.885855266505374,-10088.309,23.977073669433594,10088.309,4693.2546875,101773970.0
0.6,631.3515462291994,48.98863916062796,-13816.594,23.975196838378906,13816.594,-833.3828125,190898260.0
0.604,636.0479366852007,49.08483493481598,-12281.418,227.32162475585938,12281.418,-6052.98515625,150833230.0
0.608,641.0163481024813,49.18165392409924,-7675.8867,22.16980743408203,7675.8867,-9123.3390625,58919236.0
0.612,646.0336845983226,49.234673691966435,-1535.1777,22.337554931640625,1535.1777,-9079.476953125,2356770.8
0.616,651.1243329674772,49.40545997804856,4386.2188,22.084529876708984,4386.2188,-6184.571484375,19238914.0
0.62,656.257992677034,49.50989963385169,9211.0625,22.76369285583496,9211.0625,-1579.040234375,84843670.0
0.624,661.4656596940281,49.643686806119426,11623.484,23.466445922851562,11623.484,3201.940234375,135105390.0
0.628,666.5765261745166,49.74782630872574,10307.617,24.075368881225586,10307.617,6798.641015625,106246980.0
0.632,671.6448028424286,49.85224014212141,4605.5312,24.60142707824707,4605.5312,8026.7828125,21210918.0
0.636,676.7870824996684,49.977,-4386.2188,25.228891372680664,4386.2188,6272.2953125,19238914.0
0.64,682.0535889710052,50.09053588971004,-12720.039,25.332550048828125,12720.039,1886.075,161799400.0
0.644,687.2908926907368,50.23272678072206,-16009.703,24.291955947875977,16009.703,-3640.5625,256310600.0
0.648,692.7478691201762,50.268393456008816,-13377.973,226.7748565673828,13377.973,-8377.68046875,178970160.0
0.652,698.0365618661933,50.41009685598577,-6798.6406,21.722782135009766,6798.6406,-10658.51484375,46221516.0
0.656,703.3111217804699,50.44744391097655,438.6211,19.912126541137695,438.6211,-9693.546875,192388.47
0.66,708.778835339542,50.631634939813765,7017.953,19.604581832885742,7017.953,-5745.9484375,49251668.0
0.664,714.259194800675,50.771143636047235,11842.793,20.310924530029297,11842.793,-175.44921875,140251740.0
0.668,719.5734823751491,51.06420447125441,13377.973,21.272377014160156,13377.973,5175.73984375,178970160.0
0.672,724.6449875712128,51.22449875712117,10746.238,22.522823333740234,10746.238,8684.715625,115481640.0
0.676,729.5077985353953,51.43106417575259,4605.5312,23.873037338256836,4605.5312,9518.09765625,21210918.0
0.68,734.5091714566847,51.371091714566845,-2193.1113,24.710105895996094,2193.1113,7675.884765625,4809737.5
0.684,739.467323397878,51.493,-7237.2656,27.22537612915039,7237.2656,3859.873046875,52378012.0
0.688,744.803520589519,51.69928164716148,-8114.508,218.21299743652344,8114.508,-438.623046875,65845236.0
0.692,750.0790289307682,51.89632231446129,-3947.5996,34.93645477294922,3947.5996,-3377.390625,15583543.0
0.696,755.3446036256794,51.99207927486393,2631.7305,37.14298629760742,2631.7305,-3772.15078125,6926005.5
0.7,760.6990670000282,52.05995335000143,7456.574,37.74125289916992,7456.574,-1842.213671875,55600500.0
0.704,766.1422935380465,52.27442293538045,6360.0195,34.857574462890625,6360.0195,877.243359375,40449850.0
0.708,771.5483525851448,52.4144505775543,1096.5547,32.00273132324219,1096.5547,2719.455859375,1202432.1
0.712,776.9506765259307,52.52704059155593,-3947.5996,31.54449462890625,3947.5996,2719.455859375,15583543.0
0.716,782.4765200837259,52.709295602511794,-4605.5312,31.23051643371582,4605.5312,1272.003515625,21210918.0
0.72,788.0317325251322,52.82822127675919,-1754.4883,216.1652374267578,1754.4883,-570.208984375,3078229.2
0.724,793.4733536506673,53.04073353650668,657.93164,92.56535339355469,657.93164,-1710.6265625,432874.03
0.728,799.0044684972669,53.19635747978134,219.31055,62.67335891723633,219.31055,-1886.075390625,48097.117
0.732,804.4885317700038,53.356426588500206,-1535.1777,22.755821228027344,1535.1777,-1403.591015625,2356770.8
0.736,809.9735941533997,53.456735941534006,-3070.3555,14.540788650512695,3070.3555,-1096.555859375,9427083.0
0.74,815.3657265116185,53.636657265116206,-4605.5312,7.900062561035156,4605.5312,-1666.764453125,21210918.0
0.744,821.1768292902465,53.79360975741472,-7895.1953,12.46834945678711,7895.1953,-3377.38984375,62334108.0
0.748,826.7270548374119,53.898,-11184.863,231.3279571533203,11184.863,-5658.224609375,125101170.0
0.752,832.2751766203313,54.07849646759337,-10746.238,21.117673873901367,10746.238,-7500.43671875,115481640.0
0.756,837.7813423606963,54.313932881965165,-4166.91,22.28630256652832,4166.91,-7719.74765625,17363140.0
0.76,842.974237206876,54.561257627931234,6360.0195,21.884143829345703,6360.0195,-5526.6375,40449850.0
0.764,847.9664323170663,54.715985939024044,16229.016,20.959644317626953,16229.016,-701.7953125,263380940.0
0.768,852.9501441698897,54.91750432509673,21931.102,19.90020179748535,21931.102,5921.39765625,480973220.0
0.772,858.3955515003088,55.040911030006235,22369.723,18.98292350769043,22369.723,12544.58984375,500404480.0
0.776,863.6345787087931,55.18742050961535,17764.191,18.46636390686035,17764.191,16930.81015625,315566500.0
0.78,868.9393574878663,55.36924497584923,9430.371,17.930233001708984,9430.371,17544.88046875,88931896.0
0.784,874.0428980803179,55.54228407678734,-1096.5566,17.86577606201172,1096.5566,14079.766015625,1202436.5
0.788,879.6155697294743,55.659868367536575,-11842.797,17.848573684692383,11842.797,7324.986328125,140251840.0
0.792,885.1254476974761,55.82245523025265,-20834.547,18.078638076782227,20834.547,-1315.867578125,434078340.0
0.796,890.7047193706544,56.022,-25878.7,18.791547775268555,25878.7,-10044.445703125,669707100.0
0.8,896.3915750270288,56.147578751351595,-24782.145,230.66970825195312,24782.145,-16886.948828125,614154700.0
0.804,902.0085429664083,56.45865828134368,-17325.57,19.70039939880371,17325.57,-20132.7515625,300175400.0
0.808,907.6867728624095,56.415470914496304,-5921.3984,19.692848205566406,5921.3984,-18948.471875,35062960.0
0.812,912.9253261923926,56.6220130476958,5263.465,19.240097045898438,5263.465,-13728.86953125,27704062.0
0.816,918.1868720553019,56.882343602765005,12720.039,18.210840225219727,12720.039,-6009.121875,161799400.0
0.82,923.5891709642383,57.089375644635304,15571.082,16.50819969177246,15571.082,2061.5234375,242458600.0
0.824,928.9420909748153,57.35210454874086,15351.77,15.207048416137695,15351.77,8596.99140625,235676830.0
0.828,934.796937255924,57.53875498047407,13158.66,14.879419326782227,13158.66,12413.003125,173150340.0
0.832,940.5896776026274,57.689,9649.684,14.22927474975586,9649.684,13290.246875,93116390.0
0.836,945.7462270016346,57.83669816013076,6140.707,12.735540390014648,6140.707,11974.38046875,37708284.0
0.84,950.729610730188,58.026296107301874,2631.7305,13.471240997314453,2631.7305,9386.51015625,6926005.5
0.844,954.9140223695543,58.533859776304425,-1315.8672,15.803350448608398,1315.8672,6052.9828125,1731506.5
0.848,959.8512981051521,58.675766341072126,-4605.5312,17.506689071655273,4605.5312,2500.14453125,21210918.0
0.852,965.1680207001665,58.5495989649918,-5921.3984,21.10120391845703,5921.3984,-614.071875,35062960.0
0.856,970.2869856903809,58.49782289538814,-3508.9766,225.07962036132812,3508.9766,-2544.00859375,12312917.0
0.86,975.350660568477,58.451519817054404,438.6211,107.58373260498047,438.6211,-2982.63046875,192388.47
0.864,980.6410134444384,58.66123040333306,1973.7988,55.43387222290039,1973.7988,-2324.697265625,3895881.8
0.868,985.9022348924034,58.84897765107593,-1754.4883,25.833026885986328,1754.4883,-1754.488671875,3078229.2
0.872,991.3866241673401,59.06993630828597,-9430.375,24.852771759033203,9430.375,-2456.283984375,88931976.0
0.876,996.7496246772652,59.26690992254363,-16229.016,24.756694793701172,16229.016,-5000.291796875,263380940.0
0.88,1002.1777338386246,59.454777338386215,-16448.328,224.4432830810547,16448.328,-8377.681640625,270547500.0
0.884,1007.7350157293513,59.6276498427065,-8114.508,25.52297019958496,8114.508,-10395.34296875,65845236.0
0.888,1012.8849001365309,59.802490013653426,4824.84,25.845245361328125,4824.84,-9079.47734375,23279080.0
0.892,1018.0426537468142,59.95057346253188,15351.77,26.410493850708008,15351.77,-4123.0484375,235676830.0
0.896,1023.7649330828866,60.231,17544.879,26.086809158325195,17544.879,2631.73046875,307822800.0
0.9,1029.1887542139318,60.38511245786071,11842.793,26.16835594177246,11842.793,8289.9546875,140251740.0
0.904,1034.9970565126139,60.58408830462159,3289.664,25.097089767456055,3289.664,10570.7890625,10821890.0
0.908,1040.6514461505603,60.83251446150557,-1754.4883,20.89406394958496,1754.4883,9254.9234375,3078229.2
0.912,1046.1031814617727,61.05006362923538,-2631.7324,13.85181713104248,2631.7324,5658.223046875,6926015.5
0.916,1051.9700515099237,61.21470051509925,-1315.8672,6.957913398742676,1315.8672,1886.073828125,1731506.5
0.92,1057.8801481269766,61.4854118501584,-1535.1777,3.46528697013855,1535.1777,-789.5203125,2356770.8
0.924,1063.908985860714,61.75208985860718,-4605.5312,13.694832801818848,4605.5312,-2368.559375,21210918.0
0.928,1069.9391390123549,61.944653632100696,-9430.375,19.355058670043945,9430.375,-3903.73671875,88931976.0
0.932,1075.917127028761,62.2371436485618,-13158.66,228.57345581054688,13158.66,-6009.122265625,173150340.0
0.936,1081.8668990072995,62.403006970219096,-12500.727,22.583972930908203,12500.727,-8246.094140625,156268160.0
0.94,1087.9443453510924,62.60533036053283,-5702.086,22.926071166992188,5702.086,-9079.47578125,32513784.0
0.944,1094.1649168271467,62.916,5044.1523,22.437820434570312,5044.1523,-7149.5390625,25443472.0
0.948,1100.353556641054,63.09446443358942,16009.703,22.500091552734375,16009.703,-2061.5234375,256310600.0
0.952,1106.5268300126945,62.95592679949226,22369.723,22.207101821899414,22369.723,5044.153125,500404480.0
0.956,1112.7667955570616,63.191,21711.79,21.634769439697266,21711.79,11886.65625,471401800.0
0.96,1119.0715973044555,63.61157986522264,14474.527,21.353195190429688,14474.527,15921.97890625,209511940.0
0.964,1125.309800348269,63.777,3508.9746,21.001506805419922,3508.9746,15614.943359375,12312903.0
0.968,1131.487947174801,63.918,-7456.574,21.039634704589844,7456.574,10921.687890625,55600500.0
0.972,1137.8325996511635,64.23360797209337,-14474.527,20.757091522216797,14474.527,3552.837890625,209511940.0
0.976,1144.1827622912504,64.50031049164987,-15790.395,19.805091857910156,15790.395,-3947.598828125,249336560.0
0.98,1150.5674812168172,64.70025187831854,-12720.039,231.5483856201172,12720.039,-9386.512109375,161799400.0
0.984,1157.0340920385388,64.87802276115612,-8114.508,15.89699935913086,8114.508,-11711.20859375,65845236.0
0.988,1163.436393789441,65.13691150315547,-4605.5312,11.556366920471191,4605.5312,-11141.0,21210918.0
0.992,1170.0489674654661,65.54244837327322,-2851.045,7.199123382568359,2851.045,-8816.303515625,8128457.0
0.996,1176.732875178237,65.72997251069414,-1535.1777,7.805003643035889,1535.1777,-5965.26015625,2356770.8
1.0,1183.3643912418747,66.02528782483758,438.6211,11.22751235961914,438.6211,-3333.528125,192388.47
1.004,1189.8998011207261,66.29796817931683,3289.664,14.66571044921875,3289.664,-1052.69375,10821890.0
1.008,1196.3336423967287,66.52165430413069,6360.0195,17.626474380493164,6360.0195,1140.41640625,40449850.0
1.012,1202.8432997718264,66.81289697946475,8114.508,19.765207290649414,8114.508,3333.526953125,65845236.0
1.016,1209.7609268741194,67.18452976237683,7456.574,20.66895866394043,7456.574,5131.87734375,55600500.0
1.02,1216.6781438001713,67.58628444602842,4605.5312,22.20221519470215,4605.5312,5965.259375,21210918.0
1.024,1223.6323205325932,67.65493923195535,438.6211,24.858951568603516,438.6211,5395.05078125,192388.47
1.028,1230.5682528026055,68.15090483184383,-2851.045,28.110097885131836,2851.045,3552.837890625,8128457.0
1.032,1237.3439201443807,68.54639201443848,-3508.9766,35.16330337524414,3508.9766,1228.141015625,12312917.0
1.036,1243.883993311999,68.80155939808026,-1315.8672,204.11158752441406,1315.8672,-526.347265625,1731506.5
1.04,1250.4801939913352,69.028,2193.1094,43.87739181518555,2193.1094,-1008.831640625,4809728.5
1.044,1257.122397298684,69.36607259429042,5482.7734,33.21665573120117,5482.7734,-0.001171875,30060804.0
1.048,1263.858299930948,69.59816599861905,6360.0195,27.585803985595703,6360.0195,1842.21171875,40449850.0
1.052,1271.2158753565325,69.557,3508.9746,24.609699249267578,3508.9746,3245.801953125,12312903.0
1.056,1278.9569753075582,69.84913950615119,-2851.045,23.713096618652344,2851.045,2938.76640625,8128457.0
1.06,1286.7968697087756,70.22946785049258,-10746.238,24.038270950317383,10746.238,350.896875,115481640.0
1.064,1293.8770035450002,70.94862021270026,-15790.395,24.176668167114258,15790.395,-3903.73671875,249336560.0
1.068,1300.995965155842,71.243,-14693.836,226.14593505859375,14693.836,-8114.5078125,215908820.0
1.072,1308.5405456524347,71.34489276091362,-7675.8867,23.894941329956055,7675.8867,-10351.480078125,58919236.0
1.076,1315.809881101395,71.81956908636384,1315.8652,23.340913772583008,1315.8652,-9518.098046875,1731501.4
1.08,1322.6572459334577,72.32973180868707,7017.953,21.45307159423828,7017.953,-5965.259765625,49251668.0
1.084,1329.3642467959644,72.29693285244346,7895.1953,18.587757110595703,7895.1953,-1228.141796875,62334108.0
1.088,1336.357482316116,72.62307128638525,5921.3984,10.596668243408203,5921.3984,2894.905078125,35062960.0
1.092,1343.2088321219353,73.25441021805236,4824.84,0.7801142930984497,4824.84,5395.050390625,23279080.0
1.096,1350.182550780321,73.53446320288225,5263.465,3.093376398086548,5263.465,6184.5703125,27704062.0
1.1,1357.1292860306216,73.80751432367411,5921.3984,13.515563011169434,5921.3984,5965.259375,35062960.0
1.104,1364.1733994203837,74.24180793044552,4166.9062,20.895042419433594,4166.9062,5219.6015625,17363108.0
1.108,1371.1653028137678,74.51442880303657,877.2422,23.489347457885742,877.2422,4210.7703125,769553.9
1.112,1378.3555095310146,75.26411019062037,-657.9336,39.470619201660156,657.9336,3114.215625,432876.62
1.116,1385.6493419174583,75.48533547936358,2193.1094,126.94367218017578,2193.1094,2500.14453125,4809728.5
1.12,1392.8779526048643,76.03059848410157,7675.883,27.182422637939453,7675.883,2851.04140625,58919176.0
1.124,1400.075620881008,76.22548758237988,10965.551,24.473251342773438,10965.551,4210.7703125,120243304.0
1.128,1407.408488001572,76.39857559992127,7895.1953,23.888586044311523,7895.1953,5614.3609375,62334108.0
1.132,1414.699058302404,76.7961600885922,-877.24414,22.815752029418945,877.24414,5570.498828125,769557.3
1.136,1422.036354978828,77.42481489195427,-10965.551,21.955272674560547,10965.551,2938.766796875,120243304.0
1.14,1429.4506359582404,77.97453179791208,-17544.883,21.097885131835938,17544.883,-2105.386328125,307822900.0
1.144,1437.1824185814335,78.53894511488575,-18202.816,229.82705688476562,18202.816,-7939.059765625,331342530.0
1.148,1444.717675875363,79.55253340828368,-13597.281,18.940977096557617,13597.281,-12237.555078125,184886060.0
1.152,1452.208016260436,79.36796195125174,-7456.574,15.62770938873291,7456.574,-13553.42109375,55600500.0
1.156,1459.8586541673449,79.9220385000818,-3947.5996,7.682112693786621,3947.5996,-12149.830859375,15583543.0
1.16,1467.3076778803393,80.17292322119656,-4605.5312,5.3200531005859375,4605.5312,-9561.960546875,21210918.0
1.164,1474.4786663147765,81.12741338963569,-6140.707,1.4699231386184692,6140.707,-7149.538671875,37708284.0
1.168,1481.967359029859,81.38153411865919,-3289.666,13.676253318786621,3289.666,-5088.015625,10821902.0
1.172,1489.1164863833408,81.66982431916693,5921.3984,18.831201553344727,5921.3984,-2412.42109375,35062960.0
