Time (s),Depth,Sonic_Velocity,AC,R64,RD,Amplitude,Instantaneous_freq,Amplitude_abs,Amplitude_roll_mean,Amplitude_energy
0.312,325.712108025705,2008.5791996885216,151.749500964856,19.780452963084407,9.063779597075342,-3681.752,14.679793357849121,3681.752,-3850.0591796875,13555297.0
0.316,329.5865421229026,1997.088384356749,152.62221882457018,20.790164683782848,9.772753331838645,-2629.8232,9.787281036376953,2629.8232,-4312.9080078125,6915970.5
0.32,333.4717844278241,1885.9752249186333,161.614,22.983999999999998,10.879854613461692,-1998.665,9.505744934082031,1998.665,-3850.059765625,3994662.0
0.324,337.32286946268306,1927.1119959731896,158.1645306922337,20.492714151942284,8.753,-1051.9297,14.73801040649414,1051.9297,-2903.323828125,1106556.1
0.328,341.23673739769185,1936.098583497427,157.43000000000004,18.75822413830015,8.917,631.1572,21.146413803100586,631.1572,-1746.2025390625,398359.44
0.332,345.10608243561575,1951.2103457215685,156.2107919062633,20.793646267027576,8.92715766747246,2314.2432,26.852447509765625,2314.2432,-547.003515625,5355721.5
0.336,348.9742867847196,1932.9687824293514,157.6861036241839,23.766228603541613,9.784999999999998,2629.8213,34.235774993896484,2629.8213,504.925390625,6915960.0
0.34,352.9019253720506,1958.4272076966365,155.6350938816664,18.17784358329939,8.277517463518329,841.54297,42.37490463256836,841.54297,1072.9669921875,708194.56
0.344,356.7788387754967,1919.605371547625,158.7826775509968,18.025153551019937,8.434,-2103.8584,43.88243865966797,2103.8584,862.58125,4426220.0
0.348,360.67441195992564,1944.6849038411558,156.7350962799094,18.185047043206204,8.917,-4312.9062,211.7818145751953,4312.9062,-126.2314453125,18601160.0
0.352,364.4768181225362,1870.3766998627993,162.96186806384875,17.349750032604618,7.86407735987053,-3366.1729,32.5787467956543,3366.1729,-1262.3146484375,11331120.0
