Time (s),Depth,TEMP,Amplitude,Instantaneous_freq,Amplitude_abs,Amplitude_roll_mean,Amplitude_energy
0.644,954.3263125611189,53.22055250244493,4189.121,25.71318244934082,4189.121,-1310.4427734375,17548736.0
0.648,961.0565350154084,53.49006140061628,5370.668,25.57936668395996,5370.668,730.4111328125,28844074.0
0.652,967.9977914745446,53.76811165898179,4296.535,25.75503158569336,4296.535,2534.9556640625,18460214.0
0.656,974.8659639025021,54.04313855610021,1718.6152,24.794095993041992,1718.6152,3351.2974609375,2953638.2
0.66,981.3084327938217,54.30113731175307,-966.7197,23.46845817565918,966.7197,2921.6439453125,934547.0
0.664,987.9118850154629,54.56567540061858,-3007.5742,23.368309020996094,3007.5742,1482.3048828125,9045503.0
0.668,994.9134015109104,54.846036060436475,-3759.4678,22.07421112060547,3759.4678,-343.722265625,14133598.0
0.672,1002.0448203462872,55.13169281385146,-3437.2275,229.37905883789062,3437.2275,-1890.4748046875,11814533.0
0.676,1008.5652765010536,55.392811060042106,-2363.0938,19.549394607543945,2363.0938,-2706.8166015625,5584212.0
0.68,1015.3770948637143,55.66558379454866,-1074.1328,17.49628448486328,1074.1328,-2728.29921875,1153761.2
0.684,1022.4769448106867,55.949977792427475,429.6543,18.214818954467773,429.6543,-2040.853515625,184602.81
0.688,1029.7337559013397,56.240550236053515,1933.4424,18.662437438964844,1933.4424,-902.271484375,3738199.5
0.692,1036.8995802728964,56.52758321091588,3114.9893,18.874771118164062,3114.9893,408.171875,9703158.0
0.696,1043.9999193354395,56.81189677341758,3544.6436,20.412988662719727,3544.6436,1589.7193359375,12564498.0
0.7,1051.2220693001143,57.101182772004435,2900.163,19.541357040405273,2900.163,2384.578515625,8410946.0
0.704,1058.2390909843589,57.382202730358664,1718.6152,18.021495819091797,1718.6152,2642.370703125,2953638.2
0.708,1065.3802711899282,57.66821084759717,537.0674,15.708924293518066,537.0674,2363.095703125,288441.38
0.712,1072.6713487092045,57.96025394836802,107.41406,6.536837100982666,107.41406,1761.5806640625,11537.781
0.716,1080.1336463961752,58.259045855846935,214.82715,1.9898474216461182,214.82715,1095.6173828125,46150.703
0.72,1087.5666631178149,58.5567665247126,0.0,4.174905776977539,0.0,515.584765625,0.0
0.724,1095.0243851122643,58.85547540449058,-1503.7861,14.113205909729004,1503.7861,-128.8955078125,2261372.8
0.728,1102.5796601207203,59.158086404828836,-4403.9453,19.537290573120117,4403.9453,-1117.098046875,19394734.0
0.732,1110.0635002858328,59.45774001143334,-7304.1094,21.29477310180664,7304.1094,-2599.402734375,53350012.0
0.736,1117.3107251718775,59.7480290068753,-8270.828,227.25071716308594,8270.828,-4296.5337890625,68406600.0
0.74,1124.698122288583,60.043924891543085,-5692.9062,23.258073806762695,5692.9062,-5435.1150390625,32409182.0
0.744,1132.294964600363,60.34809858401475,-322.23926,22.86310386657715,322.23926,-5198.8056640625,103838.14
0.748,1139.5269059529987,60.63777623811996,5907.7344,22.94627571105957,5907.7344,-3136.4697265625,34901324.0
0.752,1147.062443667998,60.939597746719954,10311.684,22.611364364624023,10311.684,386.6888671875,106330820.0
0.756,1154.1677879049791,61.224111516199024,11278.406,21.99486541748047,11278.406,4296.5357421875,127202450.0
0.76,1161.9130396287444,61.534321585149705,8807.898,21.275203704833984,8807.898,7196.6966796875,77579070.0
0.764,1169.018316707781,61.818932668311255,4403.949,20.078615188598633,4403.949,8141.934375,19394768.0
0.768,1176.729470908177,62.12770830723515,-644.4795,19.81000518798828,644.4795,6831.4916015625,415353.8
0.772,1183.5940822966284,62.402663291865224,-5155.84,19.550561904907227,5155.84,3737.9869140625,26582684.0
0.776,1191.3144183751729,62.71187673500712,-8270.828,19.360910415649414,8270.828,-171.8599609375,68406600.0
0.78,1198.7278517612299,63.00871407044908,-9452.375,19.93619155883789,9452.375,-3823.9146484375,89347390.0
0.784,1206.4571838934326,63.318287355737255,-8270.828,229.45655822753906,8270.828,-6358.8701171875,68406600.0
0.788,1213.6541737929729,63.606566951718825,-4726.1875,21.602825164794922,4726.1875,-7175.21171875,22336848.0
0.792,1221.4453641450905,63.91861456580355,107.41406,21.956871032714844,107.41406,-6122.5609375,11537.781
0.796,1229.5059771442761,64.24143908577106,4618.7734,22.41360855102539,4618.7734,-3544.640625,21333068.0
0.8,1237.6595944491814,64.56798377796714,7304.1094,23.280887603759766,7304.1094,-193.34375,53350012.0
0.804,1245.6272068376284,64.88708827350516,7196.6953,23.372806549072266,7196.6953,2900.1609375,51792424.0
0.808,1253.5001480273086,65.20240592109235,4726.1875,23.843721389770508,4726.1875,4790.6359375,22336848.0
0.812,1260.7393634154366,65.49227453661742,1074.1348,24.268211364746094,1074.1348,4983.980078125,1153765.5
0.816,1267.8881760700003,65.77862704279991,-2148.2666,24.696426391601562,2148.2666,3630.5720703125,4615049.5
0.82,1275.5322447046426,66.08478978818576,-3759.4678,25.39510726928711,3759.4678,1417.856640625,14133598.0
0.824,1283.4948550689383,66.40369420275752,-3437.2275,224.20693969726562,3437.2275,-708.9279296875,11814533.0
0.828,1291.309789267582,66.7166013599711,-1826.0264,26.624475479125977,1826.0264,-2019.370703125,3334372.2
0.832,1299.047521391918,67.0265008556768,-214.82617,25.353914260864258,214.82617,-2277.162890625,46150.285
0.836,1306.6006351416008,67.3290254056642,644.48145,24.590431213378906,644.48145,-1718.61328125,415356.34
0.84,1313.8683622081962,67.6201344883278,644.48145,23.97610855102539,644.48145,-837.8234375,415356.34
0.844,1321.1923873860203,67.91339549544058,214.82715,17.831308364868164,214.82715,-107.4125,46150.703
0.848,1329.0022950438438,68.22619180175376,429.6543,1.9878838062286377,429.6543,343.7236328125,184602.81
0.852,1336.2263143449234,68.5155525737968,1181.5479,21.74726104736328,1181.5479,622.9984375,1396055.4
0.856,1343.3087467473001,68.79914986989225,1826.0283,28.447704315185547,1826.0283,859.3078125,3334379.5
0.86,1350.9675932714088,69.1059037308563,1288.9619,28.93944549560547,1288.9619,988.20390625,1661422.9
0.864,1358.8797201511638,69.42278880604644,-537.0664,28.38195037841797,537.0664,837.8251953125,288440.3
0.868,1366.9548153115122,69.7461926124604,-3007.5742,29.11237144470215,3007.5742,150.3794921875,9045503.0
0.872,1375.1266633400303,70.07346653360129,-4403.9453,221.6754913330078,4403.9453,-966.719140625,19394734.0
0.876,1383.2268301039185,70.39787320415661,-3652.0547,27.616180419921875,3652.0547,-2062.3357421875,13337503.0
0.88,1391.1529339135507,70.71531735654197,-859.30664,26.732614517211914,859.30664,-2491.989453125,738407.9
0.884,1399.086711390222,71.03306845560908,2685.335,25.708417892456055,2685.335,-1847.5091796875,7211024.0
0.888,1407.4395277429899,71.36758110971947,5585.496,26.008974075317383,5585.496,-128.8951171875,31197766.0
0.892,1414.845394167132,71.66421576668533,6229.9766,25.53275489807129,6229.9766,1997.8892578125,38812610.0
0.896,1421.7368382476434,71.94017352990566,4403.949,24.978548049926758,4403.949,3609.0900390625,19394768.0
0.9,1429.1834174777032,72.23843669910792,644.48145,25.367441177368164,644.48145,3909.84765625,415356.34
0.904,1437.6205744655374,72.57632297862163,-3437.2275,25.25899314880371,3437.2275,2685.33515625,11814533.0
0.908,1445.0036814307657,72.87204725723063,-6122.5625,25.40003204345703,6122.5625,343.7234375,37485772.0
0.912,1451.8201036444198,73.14500414577697,-6229.9727,224.20465087890625,6229.9727,-2148.26640625,38812560.0
0.916,1459.223168938684,73.44152675754721,-3759.4678,26.076570510864258,3759.4678,-3780.9498046875,14133598.0
0.92,1466.5292499180632,73.73416999672261,0.0,26.298412322998047,0.0,-3909.84609375,0.0
0.924,1474.5524918563417,74.0554996742538,3222.4033,26.428403854370117,3222.4033,-2577.919921875,10383883.0
0.928,1481.8442191754018,74.34746876701611,4618.7734,27.345703125,4618.7734,-429.652734375,21333068.0
0.932,1490.3557770315424,74.68838685829323,3652.0557,28.26483726501465,3652.0557,1546.7529296875,13337511.0
0.936,1497.5213660308614,74.97535464123452,1181.5479,29.272842407226562,1181.5479,2534.9560546875,1396055.4
0.94,1504.532479122867,75.25619916491478,-1181.5469,31.123336791992188,1181.5469,2298.6466796875,1396053.0
0.944,1511.430196173151,75.53240784692585,-1933.4404,33.42074966430664,1933.4404,1267.4779296875,3738192.0
0.948,1518.691044607955,75.82323282892591,-966.7197,208.3213348388672,966.7197,150.379296875,934547.0
0.952,1525.5701791797908,76.09870716719183,751.89453,65.41278839111328,751.89453,-429.6529296875,565345.4
0.956,1532.0446572339113,76.35798628935657,1181.5479,61.37248229980469,1181.5479,-429.6529296875,1396055.4
0.96,1538.2487590620176,76.6064503624807,-751.8926,41.10719299316406,751.8926,-343.7220703125,565342.44
0.964,1545.1065241068204,76.88116096427306,-3974.295,35.07756042480469,3974.295,-751.89296875,15795020.0
0.968,1551.8828969181313,77.15251587672506,-5478.082,217.12403869628906,5478.082,-1654.1654296875,30009382.0
0.972,1559.1124665246437,77.44209866098596,-2792.747,31.638397216796875,2792.747,-2363.09375,7799436.0
0.976,1566.5530837528677,77.74002335011487,3652.0557,31.172304153442383,3652.0557,-1868.9921875,13337511.0
0.98,1574.0794570965545,78.04147828386242,9882.031,30.780237197875977,9882.031,257.792578125,97654540.0
0.984,1581.3044121816356,78.3308764872657,11063.578,30.507604598999023,11063.578,3265.3671875,122402760.0
0.988,1588.953827834527,78.63725311338094,5263.254,30.563369750976562,5263.254,5413.634375,27701842.0
0.992,1595.6199363418466,78.90419745367406,-4403.9453,30.66800308227539,4403.9453,5091.3947265625,19394734.0
0.996,1602.8677524475604,79.1944100979023,-11493.23,30.76182746887207,11493.23,2062.3375,132094344.0
1.0,1610.0723039826662,79.45879681549748,-11385.816,218.8321990966797,11385.816,-2191.23203125,129636820.0
1.004,1616.822304391822,79.65024682736296,-4511.3594,32.21389389038086,4511.3594,-5306.21953125,20352364.0
1.008,1623.3037107695327,79.83410761231666,3652.0557,33.584163665771484,3652.0557,-5628.4591796875,13337511.0
1.012,1629.9140735872013,80.02169406044143,6981.871,35.567623138427734,6981.871,-3351.2958984375,48746524.0
1.016,1636.6349668124287,80.2123140375605,4081.71,40.029476165771484,4081.71,-236.3078125,16660356.0
1.02,1642.8658821381262,80.38911058200559,-1503.7861,47.05805206298828,1503.7861,1740.0982421875,2261372.8
1.024,1649.6605491839541,80.58185592633463,-4081.708,199.04493713378906,4081.708,1826.028515625,16660340.0
1.028,1656.7097591862891,80.7817830164022,-1503.7861,47.06818771362305,1503.7861,794.86015625,2261372.8
1.032,1663.9985215036647,80.98855860210261,3759.4697,42.14259719848633,3759.4697,150.3798828125,14133613.0
1.036,1671.1374867288976,81.19108711513809,6229.9766,38.855411529541016,6229.9766,580.033203125,38812610.0
1.04,1678.5575157593155,81.40161044126097,3222.4033,37.36978530883789,3222.4033,1525.27109375,10383883.0
1.044,1685.7581043641687,81.60582692219677,-3222.4014,37.758689880371094,3222.4014,1697.132421875,10383871.0
1.048,1693.1698167848106,81.81612468675941,-7518.9336,37.965518951416016,7518.9336,494.1029296875,56534364.0
1.052,1700.7915989066182,82.03235636829213,-5692.9062,212.4049835205078,5692.9062,-1396.372265625,32409182.0
1.056,1708.4059750771085,82.2483673021588,1288.9619,37.14107894897461,1288.9619,-2384.5751953125,1661422.9
1.06,1716.1192924801655,82.46714018944479,8056.004,35.74379348754883,8056.004,-1417.855078125,64899200.0
1.064,1723.4702286045056,82.67566640092609,9452.379,34.2004508972168,9452.379,1117.1009765625,89347464.0
1.068,1730.906317397728,82.88667688713615,4081.71,33.32805252075195,4081.71,3437.2296875,16660356.0
1.072,1738.5265172313575,83.10284248247807,-4189.121,31.77237892150879,4189.121,3737.98671875,17548736.0
1.076,1746.118039220438,83.31812313739287,-9774.617,30.168563842773438,9774.617,1525.2708984375,95543144.0
1.08,1753.6382818252707,83.53147189110766,-9774.617,220.40089416503906,9774.617,-2040.8533203125,95543144.0
1.084,1761.5063001585343,83.7546827045975,-4833.6016,28.313438415527344,4833.6016,-4898.0494140625,23363704.0
1.088,1769.2944538751033,83.9756447085031,1288.9619,26.738510131835938,1288.9619,-5456.5990234375,1661422.9
1.092,1777.2905539003332,84.20243550920951,5800.3203,26.197826385498047,5800.3203,-3458.7107421875,33643716.0
1.096,1785.1761503598332,84.42613221007521,7089.2812,24.749656677246094,7089.2812,-85.9310546875,50257908.0
1.1,1792.8175451491318,84.64290880932496,5907.7344,23.46578598022461,5907.7344,3050.5392578125,34901324.0
1.104,1800.9321855432934,84.87313338075532,3007.5752,24.304723739624023,3007.5752,4618.774609375,9045509.0
1.108,1809.0521924371892,85.10346138824144,-644.4795,25.015031814575195,644.4795,4232.086328125,415353.8
1.112,1817.1671323018259,85.33367970445106,-3652.0547,25.935020446777344,3652.0547,2341.611328125,13337503.0
1.116,1825.4575824992305,85.56891230997834,-4833.6016,28.301620483398438,4833.6016,-42.965234375,23363704.0
1.12,1833.7237648052267,85.80336541454624,-3329.8145,219.22366333007812,3329.8145,-1890.475,11087664.0
1.124,1842.0737599373194,86.04026527824514,-214.82617,33.0985221862793,214.82617,-2534.9552734375,46150.285
1.128,1850.2901801158653,86.27332504324438,2363.0947,36.843746185302734,2363.0947,-1933.4404296875,5584216.5
1.132,1858.6181831945964,86.5096091294489,2577.9229,41.686798095703125,2577.9229,-687.444921875,6645686.0
1.136,1867.3683568133745,86.75781399077435,322.2412,43.96363830566406,322.2412,343.7236328125,103839.4
1.14,1876.1202534631302,87.00608735043097,-2255.6807,41.88612365722656,2255.6807,558.550390625,5088095.5
1.144,1884.3248979703885,87.23882204114133,-2900.1611,211.51463317871094,2900.1611,21.4833984375,8410935.0
1.148,1892.767423937741,87.47835529419454,-1074.1328,35.95957565307617,1074.1328,-665.962109375,1153761.2
1.152,1901.6282373593817,87.72969064606285,1611.2021,34.54585647583008,1611.2021,-859.30625,2595972.2
1.156,1910.116526789537,87.97047927689678,2900.163,34.16543197631836,2900.163,-343.721875,8410946.0
1.16,1918.6551989521286,88.21274557065965,1933.4424,34.78522491455078,1933.4424,494.102734375,3738199.5
1.164,1927.2574417249116,88.45676581002246,-107.41211,37.21778869628906,107.41211,1052.6525390625,11537.361
1.168,1935.9939940694494,88.70462582801402,-1288.96,43.183494567871094,1288.96,1009.687109375,1661417.8
1.172,1944.7832898079605,88.95393211462299,-751.8926,197.9061279296875,751.8926,537.0681640625,565342.44
1.176,1953.714428355569,89.20730399395585,751.89453,50.5713996887207,751.89453,107.414453125,565345.4
1.18,1962.6206624543797,89.45997854872284,1718.6152,40.44456100463867,1718.6152,64.4490234375,2953638.2
1.184,1971.3610549794626,89.7079095394248,1288.9619,32.649112701416016,1288.9619,343.723828125,1661422.9
1.188,1979.636800057245,89.94266720166026,107.41406,26.74590492248535,107.41406,622.9986328125,11537.781
1.192,1987.701108501548,90.17143103804325,-966.7197,22.132999420166016,966.7197,580.033203125,934547.0
1.196,1996.1862120683502,90.41211393791377,-1611.2002,17.224939346313477,1611.2002,107.4142578125,2595966.0
1.2,2004.826296180678,90.65723629305896,-2148.2666,14.116776466369629,2148.2666,-665.962109375,4615049.5
1.204,2013.6132257354527,90.90648354632839,-2792.747,233.17437744140625,2792.747,-1482.30390625,7799436.0
1.208,2022.352034743047,91.15440900754824,-2792.747,21.759578704833984,2792.747,-2062.3361328125,7799436.0
1.212,2030.9191307461385,91.39743566089163,-1074.1328,25.286663055419922,1074.1328,-2083.81875,1153761.2
1.216,2039.6962616892408,91.64649158898794,2148.2686,27.25476837158203,2148.2686,-1331.925,4615058.0
1.22,2048.4686145382593,91.89532120707115,4941.0156,28.230239868164062,4941.0156,85.9314453125,24413636.0
1.224,2057.280446589691,92.14525250451138,5263.254,28.712491989135742,5263.254,1697.131640625,27701842.0
1.228,2065.9030095673447,92.38988426788535,2685.335,29.597225189208984,2685.335,2792.748046875,7211024.0
1.232,2074.8299263666736,92.64313793826679,-1181.5469,30.842002868652344,1181.5469,2771.265234375,1396053.0
1.236,2083.7159342772534,92.89524615976308,-3437.2275,31.84635353088379,3437.2275,1654.166015625,11814533.0
1.24,2092.888707102087,93.15538379885817,-2792.747,215.7488555908203,2792.747,107.4134765625,7799436.0
1.244,2101.971521589125,93.4131026044954,-322.23926,42.40483474731445,322.23926,-1009.68515625,103838.14
1.248,2111.030151505425,93.67007439365743,1396.375,61.838417053222656,1396.375,-1267.4771484375,1949863.1
1.252,2120.1239536188627,93.92807070132841,537.0674,59.051673889160156,537.0674,-923.754296875,288441.38
1.256,2129.213388265559,94.18587487143564,-2040.8535,40.34587097167969,2040.8535,-644.4794921875,4165083.0
1.26,2138.127703856956,94.438775707995,-3974.295,216.61105346679688,3974.295,-880.7890625,15795020.0
1.264,2145.9896018306367,94.6618088512578,-3329.8145,31.27306365966797,3329.8145,-1482.3041015625,11087664.0
1.268,2153.993853362564,94.88882789415177,0.0,30.735057830810547,0.0,-1761.5791015625,0.0
1.272,2162.5709482593825,95.13218655126293,3759.4697,30.298738479614258,3759.4697,-1117.0986328125,14133613.0
1.276,2172.3009127386467,95.40822555668208,5370.668,30.569252014160156,5370.668,365.2056640625,28844074.0
1.28,2181.75231107238,95.67631702109902,3652.0557,31.863117218017578,3652.0557,1890.47578125,13337511.0
1.284,2191.8395631123126,95.9625077671446,-107.41211,33.21700668334961,107.41211,2534.95625,11537.361
1.288,2202.091473323909,96.25335272639369,-3222.4014,35.777042388916016,3222.4014,1890.4759765625,10383871.0
1.292,2211.189190165296,96.51139732462838,-3544.6406,210.11083984375,3544.6406,429.65390625,12564477.0
1.296,2220.4175144550113,96.77319040474005,-644.4795,41.7078742980957,644.4795,-773.3755859375,415353.8
1.3,2229.609901891523,97.03397725296294,3222.4033,39.704132080078125,3222.4033,-859.3060546875,10383883.0
1.304,2238.9230627742368,97.29814575767837,5048.4297,36.70497512817383,5048.4297,171.8623046875,25486642.0
1.308,2247.9580461264363,97.55442529154007,3007.5752,33.917213439941406,3007.5752,1417.8576171875,9045509.0
1.312,2256.826613771825,97.80604518561097,-1718.6133,31.971757888793945,1718.6133,1783.0630859375,2953631.5
1.316,2265.8179759382174,98.06110332626996,-6015.1484,31.40886116027832,6015.1484,708.929296875,36182012.0
1.32,2274.7831047993222,98.31542693438097,-6659.629,218.77737426757812,6659.629,-1267.4771484375,44350656.0
1.324,2283.767712885347,98.5702959607897,-3222.4014,31.27706527709961,3222.4014,-2921.643359375,10383871.0
1.328,2292.9535830457517,98.8309003252809,1718.6152,32.2459602355957,1718.6152,-3179.4353515625,2953638.2
1.332,2302.249526531177,99.09458674287295,4618.7734,34.40251541137695,4618.7734,-1911.9580078125,21333068.0
1.336,2311.4696496981824,99.35615019154899,3544.6436,38.27605438232422,3544.6436,0.000390625,12564498.0
1.34,2320.7366445280572,99.61906269131369,-214.82617,42.936832427978516,214.82617,1288.9609375,46150.285
1.344,2330.0706720640924,99.88384948985893,-3329.8145,44.114219665527344,3329.8145,1267.4783203125,11087664.0
1.348,2339.524998727372,100.15202496309388,-3437.2275,209.6591339111328,3437.2275,236.309765625,11814533.0
1.352,2348.789796664025,100.41490410325662,-322.23926,35.50821304321289,322.23926,-751.8927734375,103838.14
1.356,2358.038544160153,100.67727923648442,3437.2295,30.95433235168457,3437.2295,-773.3755859375,11814547.0
1.36,2367.324782433879,100.94069390814842,5370.668,27.835405349731445,5370.668,343.7232421875,28844074.0
1.364,2376.5467354850134,101.20230859358054,4618.7734,25.778106689453125,4618.7734,1933.4408203125,21333068.0
1.368,2385.7943079334946,101.46464062213771,2363.0947,21.785104751586914,2363.0947,3093.5052734375,5584216.5
1.372,2395.2763077314125,101.73361292421089,537.0674,16.022632598876953,537.0674,3265.3666015625,288441.38
1.376,2404.7893645129225,102.00349157087463,-537.0664,10.848611831665039,537.0664,2470.507421875,288440.3
1.38,2414.642068967838,102.28297793109974,-1503.7861,8.496432304382324,1503.7861,1095.6166015625,2261372.8
1.384,2423.962410314677,102.5474098991255,-3652.0547,13.550975799560547,3652.0547,-558.5490234375,13337503.0
1.388,2433.398485522169,102.81505759462037,-6874.453,19.37357521057129,6874.453,-2406.05859375,47258104.0
1.392,2442.9588178830004,103.08624690072386,-9022.723,227.78575134277344,9022.723,-4318.0166015625,81409530.0
1.396,2452.5722478307807,103.35899518709293,-7733.7617,23.707956314086914,7733.7617,-5757.3556640625,59811070.0
1.4,2462.103287843083,103.62939205960669,-2255.6807,24.540786743164062,2255.6807,-5907.7345703125,5088095.5
1.404,2471.44243954661,103.89428830730486,5478.082,25.073123931884766,5478.082,-4081.7072265625,30009382.0
1.408,2480.6941206858733,104.15673537920463,11600.645,25.38125228881836,11600.645,-386.6876953125,134574960.0
1.412,2489.8202505867557,104.41566701642894,12782.191,25.163156509399414,12782.191,3974.2951171875,163384420.0
1.416,2499.078071797923,104.67828601034213,8807.898,24.796817779541016,8807.898,7282.6271484375,77579070.0
1.42,2508.9593883562466,104.958622262331,2148.2686,24.313438415527344,2148.2686,8163.4169921875,4615058.0
1.424,2518.359107753399,105.22525501709487,-3544.6406,23.080551147460938,3544.6406,6358.8724609375,12564477.0
1.428,2527.6799938115496,105.48963982672362,-6122.5625,20.77523422241211,6122.5625,2814.2310546875,37485772.0
1.432,2537.0628484470158,105.75585975651667,-6122.5625,16.8436336517334,6122.5625,-966.7197265625,37485772.0
1.436,2546.4220849486537,106.02134046351064,-5478.082,237.1831512451172,5478.082,-3823.9158203125,30009382.0
1.44,2556.255841857571,106.30031941386953,-5048.426,12.191289901733398,5048.426,-5263.2546875,25486602.0
1.444,2566.5639420657203,106.59275431990615,-4296.535,15.194295883178711,4296.535,-5413.63359375,18460214.0
1.448,2576.5378509134503,106.87565982557675,-2040.8535,19.65138816833496,2040.8535,-4597.291796875,4165083.0
1.452,2587.1952333852814,107.17796653478811,2040.8545,23.48334312438965,2040.8545,-2964.6083984375,4165087.0
1.456,2597.577115840349,107.47253635937044,6015.1484,25.91414451599121,6015.1484,-665.9623046875,36182012.0
1.46,2606.952886317721,107.738480816896,7196.6953,27.010761260986328,7196.6953,1783.0619140625,51792424.0
1.464,2616.8584388690615,108.01949472720244,4833.6016,28.373825073242188,4833.6016,3609.0892578125,23363704.0
1.468,2626.5944301887403,108.29573847547385,322.2412,30.2381649017334,322.2412,4081.708203125,103839.4
1.472,2636.171701122794,108.56740763143853,-3114.9873,31.656715393066406,3114.9873,3050.53984375,9703146.0
1.476,2645.740696065412,108.83883948983159,-3544.6406,215.83163452148438,3544.6406,1138.58203125,12564477.0
1.48,2654.9824086541553,109.10100744231627,-1396.373,38.76955795288086,1396.373,-580.031640625,1949857.6
1.484,2664.8489672043347,109.38092004892536,966.7217,43.718353271484375,966.7217,-1353.4076171875,934550.8
1.488,2674.8347438980245,109.66417282914438,1611.2021,46.08372497558594,1611.2021,-1095.6154296875,2595972.2
1.492,2685.2216443247316,109.95882768541738,537.0674,43.67497634887695,537.0674,-365.2044921875,288441.38
1.496,2695.8246707910616,110.25961545294048,-859.30664,39.81697082519531,859.30664,171.8623046875,738407.9
1.5,2706.561552703705,110.56422347570397,-1181.5469,211.15933227539062,1181.5469,214.8275390625,1396053.0
