Time (s),Depth,Sonic_Velocity,AC,PERM,PORT,RT,SW,Amplitude,Instantaneous_freq,Amplitude_abs,Amplitude_roll_mean,Amplitude_energy
0.48,1200.9473672675315,5011.386788340037,,,,,,2860.4277,28.67619514465332,2860.4277,1001.15,8182047.0
0.484,1210.970259178848,5011.503954914243,,,,,,953.47656,28.048782348632812,953.47656,1716.256640625,909117.56
0.488,1220.9933854248065,5011.621124227796,,,,,,-715.10547,45.365089416503906,715.10547,1716.256640625,511375.84
0.492,1231.0167460147543,5011.738296280805,,,,,,-476.73633,165.5690460205078,476.73633,1239.519140625,227277.53
0.496,1241.0403409518224,5011.855471073309,,,,,,1906.9512,41.43273162841797,1906.9512,905.802734375,3636462.8
0.5,1251.0641702399091,5011.972648605352,,,,,,4529.008,28.53431510925293,4529.008,1239.51875,20511912.0
0.504,1261.088233884453,5012.089828876998,,,,,,5244.1133,26.06538963317871,5244.1133,2097.64609375,27500724.0
0.508,1271.1125318938189,5012.207011888344,,,,,,3098.7969,24.4285831451416,3098.7969,2860.4265625,9602542.0
0.512,1281.137064273322,5012.324197639454,,,,,,-1191.8438,24.242149353027344,1191.8438,2717.405078125,1420491.5
0.516,1291.1618310256563,5012.441386130357,,,,,,-5482.4805,23.966861724853516,5482.4805,1239.51875,30057592.0
0.52,1301.186832156264,5012.558577361118,,,,,,-7627.801,23.664213180541992,7627.801,-1191.84296875,58183344.0
0.524,1311.2120676733937,5012.675771331834,,,,,,-6674.328,226.17041015625,6674.328,-3575.53125,44546656.0
0.528,1321.2375375827978,5012.792968042571,,,,,,-3575.5312,23.24167251586914,3575.5312,-4910.396875,12784424.0
0.532,1331.2632418868436,5012.910167493357,,,,,,0.0,24.17608642578125,0.0,-4672.028125,0.0
0.536,1341.2891805909687,5013.027369684256,,,,,,2145.3203,23.6689453125,2145.3203,-3146.46796875,4602399.0
0.54,1351.31535370419,5013.144574615374,,,,,,2622.0586,22.424278259277344,2622.0586,-1096.49609375,6875191.5
0.544,1361.3417612309463,5013.261782286761,,,,,,2145.3203,30.178611755371094,2145.3203,667.43359375,4602399.0
0.548,1371.3684031741498,5013.378992698453,,,,,,476.73828,39.483673095703125,476.73828,1477.8875,227279.39
0.552,1381.3952795392372,5013.4962058505125,,,,,,-1906.9492,40.83885192871094,1906.9492,1096.49765625,3636455.2
0.556,1391.4223903368672,5013.613421743064,,,,,,-3813.9004,214.51776123046875,3813.9004,-95.346484375,14545836.0
0.56,1401.4497355684073,5013.730640376123,,,,,,-3337.164,29.898242950439453,3337.164,-1287.191015625,11136664.0
0.564,1411.4773152381963,5013.847861749742,,,,,,0.0,28.0251522064209,0.0,-1716.255078125,0.0
0.568,1421.5051293528657,5013.965085863998,,,,,,4767.375,27.940608978271484,4767.375,-858.127734375,22727864.0
0.572,1431.5331779219982,5014.0823127190015,,,,,,7389.4336,26.578479766845703,7389.4336,1001.148828125,54603730.0
0.576,1441.5614609457416,5014.1995423147555,,,,,,6435.957,25.5317440032959,6435.957,3051.1203125,41421544.0
0.58,1451.58997842953,5014.316774651324,,,,,,2860.4277,25.248079299926758,2860.4277,4290.638671875,8182047.0
0.584,1461.6187303831653,5014.43400972882,,,,,,-476.73633,24.300399780273438,476.73633,4195.29140625,227277.53
0.588,1471.6477168101076,5014.551247547285,,,,,,-715.10547,14.054232597351074,715.10547,3098.7953125,511375.84
0.592,1481.6769377134551,5014.668488106755,,,,,,1668.582,62.35189437866211,1668.582,1954.625,2784166.0
0.596,1491.7063931001317,5014.785731407311,,,,,,3575.5332,13.464265823364258,3575.5332,1382.540234375,12784438.0
0.6,1501.7360829795114,5014.902977449062,,,,,,1668.582,22.850181579589844,1668.582,1144.17109375,2784166.0
0.604,1511.7660073516515,5015.02022623201,,,,,,-5482.4805,24.792247772216797,5482.4805,143.022265625,30057592.0
0.608,1521.7961662219884,5015.137477756218,,,,,,-14540.5,24.902053833007812,14540.5,-2622.056640625,211426140.0
0.612,1531.826559602144,5015.254732021821,,,,,,-19784.613,225.146240234375,19784.613,-6912.695703125,391430900.0
0.616,1541.857187492307,5015.371989028822,,,,,,-16924.188,24.20391273498535,16924.188,-11012.63984375,286428130.0
0.62,1551.888049897019,5015.489248777274,,,,,,-6197.59,23.6778507232666,6197.59,-12585.87421875,38410120.0
0.624,1561.9191468261733,5015.606511267292,,,,,,9058.016,23.610029220581055,9058.016,-9677.775,82047650.0
0.628,1571.9504782835809,5015.723776498922,,,,,,22406.672,22.907318115234375,22406.672,-2288.340625,502058940.0
0.632,1581.9820442718892,5015.841044472194,,,,,,29319.371,22.449392318725586,29319.371,7532.45625,859625540.0
0.636,1592.0138447997558,5015.958315187208,,,,,,26935.68,22.754779815673828,26935.68,16304.4296875,725530800.0
0.64,1602.0458798736229,5016.075588644043,,,,,,15255.605,22.721601486206055,15255.605,20595.06875,232733500.0
0.644,1612.0781494947391,5016.192864842709,,,,,,-1906.9492,22.938838958740234,1906.9492,18402.07578125,3636455.2
0.648,1622.1106536710172,5016.310143783302,,,,,,-18831.14,23.62827491760254,18831.14,10154.51328125,354611870.0
0.652,1632.1433924105513,5016.427425465915,,,,,,-28127.523,23.63365936279297,28127.523,-1334.865625,791157570.0
0.656,1642.1763657136814,5016.5447098905515,,,,,,-26935.68,226.287353515625,26935.68,-12109.1375,725530800.0
0.66,1652.2095735880675,5016.661997057303,,,,,,-16209.082,24.284500122070312,16209.082,-18402.075,262734340.0
0.664,1662.2430160424713,5016.779286966269,,,,,,-1906.9492,23.923646926879883,1906.9492,-18402.075,3636455.2
0.668,1672.276693076815,5016.8965796174525,,,,,,9296.383,23.43183135986328,9296.383,-12776.5703125,86422740.0
0.672,1682.3106046989983,5017.013875010943,,,,,,14302.129,23.463871002197266,14302.129,-4290.63984375,204550900.0
0.676,1692.3447509174644,5017.131173146839,,,,,,13110.285,22.67833709716797,13110.285,3718.553125,171879580.0
0.68,1702.379131732214,5017.248474025142,,,,,,8581.277,22.779970169067383,8581.277,8676.625,73638320.0
0.684,1712.4137471518745,5017.365777645952,,,,,,2622.0586,24.23067855834961,2622.0586,9582.4265625,6875191.5
0.688,1722.448597183592,5017.483084009353,,,,,,-2383.6875,25.060195922851562,2383.6875,7246.4125,5681966.0
0.692,1732.4836818279296,5017.600393115352,,,,,,-5005.746,26.041955947875977,5005.746,3384.8375,25057494.0
0.696,1742.519001094744,5017.717704964062,,,,,,-5005.746,223.50962829589844,5005.746,-238.36875,25057494.0
0.7,1752.5545549888911,5017.835019555542,,,,,,-3337.164,25.09248161315918,3337.164,-2622.05703125,11136664.0
0.704,1762.5903435119972,5017.952336889812,,,,,,-1191.8438,22.810577392578125,1191.8438,-3384.8375,1420491.5
0.708,1772.6263666756322,5018.0696569670035,,,,,,1191.8457,21.865673065185547,1191.8457,-2669.730859375,1420496.1
0.712,1782.6626244813826,5018.186979787138,,,,,,3813.9023,22.519046783447266,3813.9023,-905.801171875,14545851.0
0.716,1792.6991169324274,5018.304305350252,,,,,,5959.2188,24.242286682128906,5959.2188,1287.191796875,35512290.0
0.72,1802.7358440425435,5018.421633656506,,,,,,5720.8516,27.3700008392334,5720.8516,3098.794921875,32728142.0
0.724,1812.7728058090668,5018.538964705869,,,,,,1906.9512,29.09634017944336,1906.9512,3718.55390625,3636462.8
0.728,1822.810002239547,5018.656298498429,,,,,,-2860.4258,29.31455421447754,2860.4258,2908.099609375,8182035.5
0.732,1832.8474333434679,5018.773635034299,,,,,,-5720.8516,31.65040397644043,5720.8516,1001.148828125,32728142.0
0.736,1842.8850991199192,5018.890974313466,,,,,,-4529.008,214.35751342773438,4529.008,-1096.496484375,20511912.0
0.74,1852.9229995796875,5019.008316336057,,,,,,-238.36719,37.70799255371094,238.36719,-2288.340234375,56818.918
0.744,1862.9611347263628,5019.125661102114,,,,,,4052.2715,36.82963562011719,4052.2715,-1859.276171875,16420904.0
0.748,1872.9995045618998,5019.243008611658,,,,,,5959.2188,33.411048889160156,5959.2188,-95.347265625,35512290.0
