Time (s),Depth,Sonic_Velocity,AC,PERM,PORT,RT,SW,Amplitude,Instantaneous_freq,Amplitude_abs,Amplitude_roll_mean,Amplitude_energy
0.276,690.0904808460513,5005.414923949934,,,,,,3813.9023,19.796754837036133,3813.9023,1763.930078125,14545851.0
0.28,700.1014288885951,5005.531950901543,,,,,,3575.5332,15.955093383789062,3575.5332,2669.731640625,12784438.0
0.284,710.1126109897417,5005.6489805892725,,,,,,3098.7969,13.805262565612793,3098.7969,3146.46953125,9602542.0
0.288,720.1240271527226,5005.766013013162,,,,,,2383.6895,13.307221412658691,2383.6895,3241.8171875,5681975.5
0.292,730.1356773829905,5005.883048173273,,,,,,476.73828,16.540525436401367,476.73828,2669.73203125,227279.39
0.296,740.1475616859987,5006.00008606967,,,,,,-3098.795,18.673946380615234,3098.795,1287.192578125,9602530.0
0.3,750.1596800672022,5006.117126702418,,,,,,-7866.172,20.447526931762695,7866.172,-1001.1484375,61876660.0
0.304,760.1720325320522,5006.23417007158,,,,,,-11680.074,22.25025177001953,11680.074,-3956.92265625,136424130.0
0.308,770.184619086002,5006.351216177218,,,,,,-11918.441,228.0806427001953,11918.441,-6817.348828125,142049250.0
0.312,780.1974397345044,5006.468265019398,,,,,,-7866.172,22.284574508666992,7866.172,-8485.930859375,61876660.0
0.316,790.2104944854603,5006.585316598212,,,,,,238.36914,22.969493865966797,238.36914,-7818.498046875,56819.848
0.32,800.2237833425253,5006.702370913702,,,,,,9058.016,22.56914520263672,9058.016,-4433.660546875,82047650.0
0.324,810.237306310553,5006.819427965924,,,,,,15255.605,22.702533721923828,15255.605,953.475390625,232733500.0
0.328,820.2510633949937,5006.936487754944,,,,,,15970.711,22.126745223999023,15970.711,6531.305859375,255063600.0
0.332,830.265054601299,5007.053550280824,,,,,,11918.441,20.567852020263672,11918.441,10488.228515625,142049250.0
0.336,840.2792799349214,5007.170615543629,,,,,,5959.2188,18.274417877197266,5959.2188,11632.3984375,35512290.0
0.34,850.29373940131,5007.287683543421,,,,,,1191.8457,14.27193546295166,1191.8457,10059.164453125,1420496.1
0.344,860.3084330078839,5007.404754280288,,,,,,-2145.3184,11.154011726379395,2145.3184,6578.9796875,4602391.0
0.348,870.3233607596405,5007.521827754288,,,,,,-5244.1133,9.682978630065918,5244.1133,2336.01484375,27500724.0
0.352,880.3385226605686,5007.638903965467,,,,,,-10011.492,11.861191749572754,10011.492,-2049.971875,100229976.0
0.356,890.3539187161176,5007.75598291389,,,,,,-16447.45,15.081684112548828,16447.45,-6531.30546875,270518600.0
0.36,900.3695489317361,5007.873064599621,,,,,,-22168.305,17.67889976501465,22168.305,-11203.335546875,491433730.0
0.364,910.385413312874,5007.990149022721,,,,,,-22883.41,230.75689697265625,22883.41,-15350.95390625,523650460.0
0.368,920.4015118653331,5008.107236183261,,,,,,-16447.45,19.590139389038086,16447.45,-17591.62109375,270518600.0
0.372,930.4178445976686,5008.224326081339,,,,,,-3575.5312,19.93010711669922,3575.5312,-16304.42890625,12784424.0
0.376,940.4344115119243,5008.34141871698,,,,,,11680.074,19.610363006591797,11680.074,-10678.92421875,136424130.0
0.38,950.4512126135465,5008.458514090247,,,,,,24790.36,19.192447662353516,24790.36,-1287.19140625,614561900.0
0.384,960.4682479079844,5008.5756122012035,,,,,,32418.164,19.26634979248047,32418.164,9773.1234375,1050937340.0
0.388,970.485517400685,5008.692713049914,,,,,,32179.797,19.14055824279785,32179.797,19498.57265625,1035539300.0
0.392,980.5030210978009,5008.809816636451,,,,,,24551.992,18.889869689941406,24551.992,25124.07734375,602800300.0
0.396,990.5207590075089,5008.926922960907,,,,,,11680.074,18.947154998779297,11680.074,25124.07734375,136424130.0
0.4,1000.5387311318765,5009.04403202331,,,,,,-4052.2695,19.66530418395996,4052.2695,19355.5515625,16420888.0
0.404,1010.5569374763487,5009.161143823721,,,,,,-18592.77,20.45774269104004,18592.77,9153.36484375,345691070.0
0.408,1020.5753780463727,5009.278258362205,,,,,,-27412.418,21.535890579223633,27412.418,-2765.078125,751440640.0
0.412,1030.5940528473943,5009.395375638825,,,,,,-26697.312,227.1193389892578,26697.312,-13014.9390625,712746500.0
0.416,1040.6129618878838,5009.51249565368,,,,,,-16685.82,24.018321990966797,16685.82,-18688.11796875,278416600.0
0.42,1050.6321051717046,5009.629618406816,,,,,,-2622.0566,25.654251098632812,2622.0566,-18402.075390625,6875181.0
0.424,1060.6514827029134,5009.746743898279,,,,,,7389.4336,27.276723861694336,7389.4336,-13205.634765625,54603730.0
0.428,1070.6710944869562,5009.863872128134,,,,,,8581.277,28.92414665222168,8581.277,-6006.895703125,73638320.0
0.432,1080.6909405292784,5009.9810030964445,,,,,,3813.9023,35.23633575439453,3813.9023,95.347265625,14545851.0
0.436,1090.7110208378938,5010.0981368033035,,,,,,-1191.8438,64.35211181640625,1191.8438,3194.142578125,1420491.5
0.44,1100.7313354178457,5010.21527324877,,,,,,-1906.9492,180.2357940673828,1906.9492,3337.1640625,3636455.2
0.444,1110.7518842724621,5010.332412432884,,,,,,715.1074,37.52140426635742,715.1074,2002.298828125,511378.62
0.448,1120.7726674071887,5010.449554355708,,,,,,3337.164,32.268131256103516,3337.164,953.476171875,11136664.0
0.452,1130.7936848274683,5010.566699017305,,,,,,3337.164,34.76283645629883,3337.164,858.128515625,11136664.0
0.456,1140.8149365422287,5010.683846417781,,,,,,715.1074,39.782623291015625,715.1074,1239.51875,511378.62
0.46,1150.836422554957,5010.800996557177,,,,,,-1906.9492,45.844932556152344,1906.9492,1239.51875,3636455.2
0.464,1160.8581428696195,5010.918149435538,,,,,,-2622.0566,205.26942443847656,2622.0566,572.0859375,6875181.0
0.468,1170.8800974916624,5011.0353050529275,,,,,,-715.10547,36.57912063598633,715.10547,-238.36796875,511375.84
0.472,1180.902286427059,5011.152463409417,,,,,,1906.9512,29.612876892089844,1906.9512,-524.410546875,3636462.8
0.476,1190.9247096854156,5011.269624505117,,,,,,3575.5332,28.6487979888916,3575.5332,47.674609375,12784438.0
