Time (s),Amplitude,Instantaneous_freq,Amplitude_abs,Amplitude_roll_mean,Amplitude_energy,Lithology_label,Strat_Simplified_Viro_label,TEMP,RD,Lithology_name,Strat_Simplified_Viro_name
0.54,5216.6367,18.017148971557617,5216.6367,2568.191015625,27213298.0,8,1,63.18413401784018,38.144666428046975,clayey marls,Bilogora
0.544,6219.84,22.73421287536621,6219.84,3591.455078125,38686410.0,13,1,63.30327446690308,36.78294853918384,gravel and clays,Bilogora
0.548,4414.078,25.10367202758789,4414.078,4173.3107421875,19484086.0,9,1,63.11258159506647,36.7327076506088,clayey sandstone and sandy marls,Bilogora
0.552,-401.28125,27.447650909423828,401.28125,3711.838671875,161026.64,13,4,63.41658095185422,39.58229536851341,gravel and clays,KLOSTAR IVANIC
0.556,-5417.2812,28.640106201171875,5417.2812,2006.3984375,29346936.0,9,4,63.74605963175294,36.90097841835935,clayey sandstone and sandy marls,KLOSTAR IVANIC
0.56,-7223.039,29.622159957885746,7223.039,-481.53671875,52172292.0,17,4,64.0859040238162,36.93084600200088,marls and sandstones,KLOSTAR IVANIC
0.564,-4715.039,218.6683959960937,4715.039,-2668.5125,22231594.0,9,4,63.83251632876927,37.563002399035945,clayey sandstone and sandy marls,KLOSTAR IVANIC
0.568,100.319336,34.14136505126953,100.319336,-3531.2642578125,10063.969,17,4,63.534923318763305,39.8191935244761,marls and sandstones,KLOSTAR IVANIC
0.572,3511.1992,39.13209533691406,3511.1992,-2748.7681640625,12328520.0,17,4,63.95282552857925,37.92378939047662,marls and sandstones,KLOSTAR IVANIC
0.576,3009.5996,45.05413818359375,3009.5996,-1063.3919921875,9057690.0,17,4,63.9328227297478,38.63755511124481,marls and sandstones,KLOSTAR IVANIC
0.58,-501.6006,45.3409309387207,501.6006,280.895703125,251603.14,17,4,63.61562741234856,39.16259601731056,marls and sandstones,KLOSTAR IVANIC
0.584,-4113.121,39.239017486572266,4113.121,401.279296875,16917766.0,17,4,64.01725400797721,36.639424440360415,marls and sandstones,KLOSTAR IVANIC
0.588,-5016.0,216.62326049804688,5016.0,-621.9845703125,25160256.0,17,4,64.04161317131684,37.36900602454863,marls and sandstones,KLOSTAR IVANIC
0.592,-2608.3213,29.437705993652344,2608.3213,-1845.888671875,6803340.0,17,4,64.11935469137438,35.3518454438406,marls and sandstones,KLOSTAR IVANIC
0.596,1504.7998,27.04378128051757,1504.7998,-2146.8486328125,2264422.5,17,4,64.03225202216643,36.01328559472655,marls and sandstones,KLOSTAR IVANIC
0.6,4915.6797,25.0550594329834,4915.6797,-1063.392578125,24163906.0,9,4,64.39630390380064,34.53783598458458,clayey sandstone and sandy marls,KLOSTAR IVANIC
0.604,6119.5195,23.1556453704834,6119.5195,983.135546875,37448520.0,13,4,64.59682921442408,34.410556649219004,gravel and clays,KLOSTAR IVANIC
0.608,5216.6367,20.506622314453125,5216.6367,3029.662890625,27213298.0,13,4,64.53286021055645,38.85714685986912,gravel and clays,KLOSTAR IVANIC
0.612,3511.1992,17.377670288085938,3511.1992,4253.5669921875,12328520.0,17,4,64.79090519677933,40.84267341149584,marls and sandstones,KLOSTAR IVANIC
0.616,1705.4395,15.426697731018066,1705.4395,4293.694921875,2908523.8,17,4,64.61423318523643,42.11093137734337,marls and sandstones,KLOSTAR IVANIC
0.62,100.319336,13.284575462341309,100.319336,3330.6228515625,10063.969,17,4,64.56466813151745,42.875275385061,marls and sandstones,KLOSTAR IVANIC
0.624,-1906.081,14.8360013961792,1906.081,1725.502734375,3633145.0,17,1,64.09667253581897,40.53961687621453,marls and sandstones,Bilogora
0.628,-4514.3984,18.225107192993164,4514.3984,-220.704296875,20379794.0,17,1,64.34581100900813,37.8004794924826,marls and sandstones,Bilogora
0.632,-6721.4414,20.30876922607422,6721.4414,-2267.232421875,45177776.0,9,4,65.16021876578975,38.559985016039455,clayey sandstone and sandy marls,KLOSTAR IVANIC
0.636,-7122.7188,227.37144470214844,7122.7188,-4032.8640625,50733124.0,9,4,64.87943303893555,34.823044992042725,clayey sandstone and sandy marls,KLOSTAR IVANIC
0.64,-4614.7188,24.08333206176757,4614.7188,-4975.8716796875,21295630.0,17,4,65.06808065695651,34.47404166891178,marls and sandstones,KLOSTAR IVANIC
0.644,-200.64062,24.64566993713379,200.64062,-4634.78359375,40256.66,17,4,64.72899695536327,36.92403909343495,marls and sandstones,KLOSTAR IVANIC
0.648,3812.1592,24.944440841674805,3812.1592,-2969.4720703125,14532558.0,9,4,65.10102342628005,34.84043374614786,clayey sandstone and sandy marls,KLOSTAR IVANIC
0.652,5417.2773,24.764373779296875,5417.2773,-541.7283203125,29346894.0,9,4,65.15251116265426,34.76479239499945,clayey sandstone and sandy marls,KLOSTAR IVANIC
0.656,4414.078,23.549776077270508,4414.078,1765.6310546875,19484086.0,9,4,65.14353958888951,33.930117272860144,clayey sandstone and sandy marls,KLOSTAR IVANIC
0.66,2407.6797,20.53160095214844,2407.6797,3170.1107421875,5796921.5,13,3,64.57724565216435,39.31450220937969,gravel and clays,IVANIC GRAD
0.664,1003.1992,14.149415016174316,1003.1992,3410.8787109375,1006408.7,17,4,65.24040863874808,42.43930501861623,marls and sandstones,KLOSTAR IVANIC
0.668,702.23926,2.7570388317108154,702.23926,2788.8947265625,493139.97,17,4,65.37777734947866,41.18963696021424,marls and sandstones,KLOSTAR IVANIC
0.672,401.2793,8.281946182250977,401.2793,1785.6951171875,161025.08,17,4,65.47919925791592,40.69076815316462,marls and sandstones,KLOSTAR IVANIC
0.676,-802.56055,18.93777084350586,802.56055,742.3673828125,644103.44,17,4,65.45811528961622,40.14445341621413,marls and sandstones,KLOSTAR IVANIC
0.68,-2407.6807,23.43667984008789,2407.6807,-220.7046875,5796926.0,17,4,65.70866918608172,33.659337958816586,marls and sandstones,KLOSTAR IVANIC
0.684,-3210.2412,26.782358169555664,3210.2412,-1063.3927734375,10305649.0,17,4,65.701110575024,33.68388915487552,marls and sandstones,KLOSTAR IVANIC
0.688,-2307.3613,222.9967041015625,2307.3613,-1665.312890625,5323916.5,17,0,64.68441027128274,34.97234491416453,marls and sandstones,ABICHI LAYERS
0.692,-601.9209,26.03898429870605,601.9209,-1865.9529296875,362308.78,17,1,64.85866668351625,36.79652061560441,marls and sandstones,Bilogora
0.696,601.91895,24.71538543701172,601.91895,-1585.05703125,362306.4,13,1,65.048622487259,36.86484818572232,gravel and clays,Bilogora
0.7,300.95898,2.298097610473633,300.95898,-1043.3291015625,90576.31,17,4,65.99125326518887,40.77864469739673,marls and sandstones,KLOSTAR IVANIC
0.704,-300.96094,27.018695831298828,300.96094,-461.473046875,90577.484,17,1,65.11944147598491,36.40871185053113,marls and sandstones,Bilogora
0.708,401.2793,16.36726188659668,401.2793,80.255078125,161025.08,17,4,66.27474240877926,39.93579399778327,marls and sandstones,KLOSTAR IVANIC
0.712,2808.959,25.002424240112305,2808.959,762.4310546875,7890250.5,17,1,65.77029665045737,35.805733359066174,marls and sandstones,Bilogora
0.716,5417.2773,28.20296096801757,5417.2773,1725.502734375,29346894.0,17,1,65.8083925205106,35.13929394005552,marls and sandstones,Bilogora
0.72,5316.957,29.162748336791992,5316.957,2728.70234375,28270032.0,13,1,67.40108809258496,34.91008478533016,gravel and clays,Bilogora
0.724,1304.1592,29.505739212036133,1304.1592,3049.7263671875,1700831.1,17,3,67.80728348172873,38.1508358127028,marls and sandstones,IVANIC GRAD
0.728,-4715.039,29.72073745727539,4715.039,2026.4626953125,22231594.0,24,4,68.90517674423401,37.09258674931899,sandy marls and sandstones,KLOSTAR IVANIC
0.732,-8828.16,29.73948860168457,8828.16,-300.9611328125,77936410.0,17,4,69.4739442565502,36.54076085340999,marls and sandstones,KLOSTAR IVANIC
0.736,-8125.918,220.0401611328125,8125.918,-3009.6001953125,66030544.0,17,4,69.54027066712301,36.43280449783593,marls and sandstones,KLOSTAR IVANIC
0.74,-2708.6406,30.30049514770508,2708.6406,-4614.7197265625,7336734.0,11,4,69.34075989403259,36.40131683294347,clays and sandstones,KLOSTAR IVANIC
0.744,3812.1592,30.142332077026367,3812.1592,-4113.1197265625,14532558.0,11,4,69.23739157292319,37.450155102714014,clays and sandstones,KLOSTAR IVANIC
0.748,7323.3594,29.520902633666992,7323.3594,-1705.4400390625,53631590.0,11,4,69.49560454489827,35.71465445622951,clays and sandstones,KLOSTAR IVANIC
0.752,6520.797,28.88530540466309,6520.797,1364.3513671875,42520790.0,11,4,70.81331202512489,35.251601333499245,clays and sandstones,KLOSTAR IVANIC
0.756,2909.2793,28.015764236450195,2909.2793,3571.3908203125,8463906.0,17,4,71.02850658027798,34.76115558217952,marls and sandstones,KLOSTAR IVANIC
0.76,-702.2412,26.13035774230957,702.2412,3972.670703125,493142.72,17,0,71.18260704086083,33.83244208955792,marls and sandstones,ABICHI LAYERS
0.764,-2608.3213,22.948978424072266,2608.3213,2688.574609375,6803340.0,17,4,71.79337435737575,32.196051983836185,marls and sandstones,KLOSTAR IVANIC
0.768,-3109.921,19.328201293945312,3109.921,601.9185546875,9671608.0,17,4,71.89778937060494,33.62849560414566,marls and sandstones,KLOSTAR IVANIC
0.772,-3109.921,232.78884887695312,3109.921,-1324.225,9671608.0,17,4,71.93347973762053,31.981241386988927,marls and sandstones,KLOSTAR IVANIC
0.776,-2808.961,18.99928092956543,2808.961,-2467.873046875,7890261.5,17,7,72.17216463002555,32.91559537595447,marls and sandstones,MOSLAVACKA GORA
0.78,-1605.1211,22.74804878234864,1605.1211,-2648.4490234375,2576413.8,11,4,72.23343753163176,32.49186926613475,clays and sandstones,KLOSTAR IVANIC
0.784,902.8789,26.65882110595703,902.8789,-1946.208984375,815190.3,17,4,72.49630771795773,33.17960043478356,marls and sandstones,KLOSTAR IVANIC
0.788,3912.4795,30.375194549560547,3912.4795,-541.72890625,15307496.0,17,4,72.82142727574194,33.16114881281385,marls and sandstones,KLOSTAR IVANIC
0.792,5016.0,32.02013397216797,5016.0,1083.4552734375,25160256.0,17,4,73.08207283680116,30.82396998016313,marls and sandstones,KLOSTAR IVANIC
0.796,2909.2793,32.21420669555664,2909.2793,2227.1033203125,8463906.0,17,4,72.98319230500445,31.965628386294863,marls and sandstones,KLOSTAR IVANIC
0.8,-1605.1211,32.308963775634766,1605.1211,2227.1033203125,2576413.8,17,4,73.0753892122899,31.588195971875543,marls and sandstones,KLOSTAR IVANIC
0.804,-5718.2383,31.383798599243164,5718.2383,902.8798828125,32698250.0,17,3,73.0187602948056,28.8188810655417,marls and sandstones,IVANIC GRAD
0.808,-6821.758,220.1341094970703,6821.758,-1243.967578125,46536380.0,17,6,73.61240992566383,28.387682187421746,marls and sandstones,MIOCENE
0.812,-4213.4414,28.97112846374512,4213.4414,-3089.855859375,17753088.0,17,6,73.29521984310702,27.6560046270563,marls and sandstones,MIOCENE
0.816,702.23926,27.939876556396484,702.23926,-3531.2638671875,493139.97,17,4,74.305045344036,30.40256046919458,marls and sandstones,KLOSTAR IVANIC
0.82,5216.6367,27.00299644470215,5216.6367,-2166.9123046875,27213298.0,17,4,78.26245067890417,29.02252258268264,marls and sandstones,KLOSTAR IVANIC
0.824,7122.7188,26.35299491882324,7122.7188,401.2791015625,50733124.0,17,6,78.99772799080887,27.944163948157748,marls and sandstones,MIOCENE
0.828,5918.879,25.19015312194824,5918.879,2949.4064453125,35033130.0,11,6,79.22631702922405,29.118382066879875,clays and sandstones,MIOCENE
0.832,2708.6396,24.967348098754883,2708.6396,4333.82265625,7336728.5,17,7,79.53237891876405,29.698699133187148,marls and sandstones,MOSLAVACKA GORA
0.836,-1103.5205,25.54512596130371,1103.5205,3972.670703125,1217757.5,17,4,79.83220478764042,30.382294890775302,marls and sandstones,KLOSTAR IVANIC
0.84,-3711.8408,25.43531608581543,3711.8408,2186.9751953125,13777762.0,17,4,79.82793251847109,27.907225681961943,marls and sandstones,KLOSTAR IVANIC
0.844,-4414.078,26.558706283569336,4414.078,-120.3841796875,19484086.0,17,4,79.92272445893394,27.407007387939423,marls and sandstones,KLOSTAR IVANIC
0.848,-3009.6006,220.65866088867188,3009.6006,-1906.080078125,9057696.0,17,4,80.74960234642793,30.044907438159512,marls and sandstones,KLOSTAR IVANIC
0.852,-300.96094,32.190799713134766,300.96094,-2508.0001953125,90577.484,17,4,81.0054831402792,31.08875986272996,marls and sandstones,KLOSTAR IVANIC
0.856,2006.3994,35.233062744140625,2006.3994,-1886.0162109375,4025638.5,17,4,80.98834744077541,31.13442620310753,marls and sandstones,KLOSTAR IVANIC
0.86,2608.3193,38.127349853515625,2608.3193,-621.9841796875,6803330.0,24,4,81.13515421700245,31.304127384741225,sandy marls and sandstones,KLOSTAR IVANIC
0.864,1103.5195,38.85415267944336,1103.5195,481.5353515625,1217755.4,7,4,82.11634711502475,31.95438000432184,clay and sandstones,KLOSTAR IVANIC
0.868,-1504.8008,37.3119010925293,1504.8008,782.4953125,2264425.5,7,4,82.1734043218622,31.706378258714693,clay and sandstones,KLOSTAR IVANIC
0.872,-3310.5605,35.86715316772461,3310.5605,180.575390625,10959811.0,7,4,82.24525222786903,31.509234478191463,clay and sandstones,KLOSTAR IVANIC
0.876,-2708.6406,215.1833953857422,2708.6406,-762.4326171875,7336734.0,17,4,83.05259744617523,33.4631831735045,marls and sandstones,KLOSTAR IVANIC
0.88,0.0,33.48136138916016,0.0,-1284.096484375,0.0,11,4,83.64950072022586,35.70085875522466,clays and sandstones,KLOSTAR IVANIC
0.884,3210.2393,33.344608306884766,3210.2393,-862.7525390625,10305636.0,11,4,83.94484918910904,34.058332075284305,clays and sandstones,KLOSTAR IVANIC
0.888,4715.039,33.43790054321289,4715.039,381.2154296875,22231594.0,11,3,84.02718568285113,33.16594598898991,clays and sandstones,IVANIC GRAD
0.892,3210.2393,31.6445426940918,3210.2393,1685.375390625,10305636.0,11,4,84.31871818295477,34.40638979685205,clays and sandstones,KLOSTAR IVANIC
0.896,-501.6006,30.033679962158203,501.6006,2126.7833984375,251603.14,11,3,84.63922767022822,35.89934823656389,clays and sandstones,IVANIC GRAD
0.9,-4614.7188,28.952009201049805,4614.7188,1203.8396484375,21295630.0,17,4,84.99861465995984,32.29291305129376,marls and sandstones,KLOSTAR IVANIC
0.904,-6821.758,26.76062393188477,6821.758,-802.559765625,46536380.0,17,3,84.91805077778567,31.68028925413508,marls and sandstones,IVANIC GRAD
0.908,-6320.16,224.5746307373047,6320.16,-3009.599609375,39944424.0,17,3,85.47333658889205,33.71364189708951,marls and sandstones,IVANIC GRAD
0.912,-3009.6006,24.968299865722656,3009.6006,-4253.567578125,9057696.0,11,4,86.80240403091062,34.346408528239195,clays and sandstones,KLOSTAR IVANIC
0.916,1805.7598,24.070331573486328,1805.7598,-3792.0955078125,3260768.2,17,6,88.84671523675834,36.08241619935127,marls and sandstones,MIOCENE
0.92,6420.4805,23.881553649902344,6420.4805,-1585.0556640625,41222570.0,1,6,89.83835584086448,33.18374040688428,argillaceous sandstones and marls,MIOCENE
0.924,9028.801,24.335681915283203,9028.801,1585.0560546875,81519240.0,22,7,90.20917161616744,34.02854846407645,sandy marls and argillaceous sandstones,MOSLAVACKA GORA
0.928,8125.918,25.2388916015625,8125.918,4474.2716796875,66030544.0,11,4,89.96935931513815,33.80441142570532,clays and sandstones,KLOSTAR IVANIC
0.932,3611.5195,26.323999404907227,3611.5195,5798.495703125,13043073.0,7,3,90.17316270142425,32.668604370712416,clay and sandstones,IVANIC GRAD
0.936,-2207.041,27.4514217376709,2207.041,4995.935546875,4871030.0,20,3,90.5743433017231,35.401014465586194,sandstones,IVANIC GRAD
0.94,-5918.879,29.496450424194336,5918.879,2528.063671875,35033130.0,20,7,91.0072318476898,33.797527272313395,sandstones,MOSLAVACKA GORA
0.944,-5116.3203,217.2327880859375,5116.3203,-300.960546875,26176734.0,7,7,91.5197764518478,34.19014348817304,clay and sandstones,MOSLAVACKA GORA
0.948,-1003.2012,40.50675964355469,1003.2012,-2126.784375,1006412.56,7,3,91.59148770775523,37.10195227790491,clay and sandstones,IVANIC GRAD
0.952,2507.999,59.10236740112305,2507.999,-2347.4884765625,6290059.0,7,3,91.8432640517054,36.279068797579626,clay and sandstones,IVANIC GRAD
0.956,1705.4395,58.318756103515625,1705.4395,-1564.9923828125,2908523.8,7,3,92.34730004907792,36.641464856547046,clay and sandstones,IVANIC GRAD
0.96,-2909.2812,41.33853149414063,2909.2812,-963.0728515625,8463917.0,7,3,92.68835763048014,34.5637462899502,clay and sandstones,IVANIC GRAD
0.964,-6922.078,35.18468475341797,6922.078,-1324.2244140625,47915164.0,7,3,92.51969329733063,33.14833732597523,clay and sandstones,IVANIC GRAD
0.968,-5918.879,216.2152099609375,5918.879,-2307.3599609375,35033130.0,7,3,92.90231612921446,34.31783691305949,clay and sandstones,IVANIC GRAD
0.972,100.319336,34.1207275390625,100.319336,-2788.8958984375,10063.969,20,6,93.45927750328934,38.1738625235692,sandstones,MIOCENE
0.976,6219.84,36.16985321044922,6219.84,-1886.0158203125,38686410.0,7,3,93.46365160941386,34.10145930347992,clay and sandstones,IVANIC GRAD
0.98,6721.4375,39.53189849853516,6721.4375,40.1279296875,45177724.0,17,3,93.93870489495308,33.668281009465346,marls and sandstones,IVANIC GRAD
0.984,1003.1992,42.95649337768555,1003.1992,1625.1833984375,1006408.7,20,3,94.33073057905932,37.296206884661984,sandstones,IVANIC GRAD
0.988,-6119.5195,43.63936996459961,6119.5195,1585.0552734375,37448520.0,17,7,95.14210766513985,34.06267810242627,marls and sandstones,MOSLAVACKA GORA
0.992,-8326.559,209.88331604003903,8326.559,-100.3203125,69331576.0,20,7,95.66458286808356,34.26295955775974,sandstones,MOSLAVACKA GORA
0.996,-3109.921,35.31367874145508,3109.921,-1966.2724609375,9671608.0,20,7,96.50169587727645,35.92782007287489,sandstones,MOSLAVACKA GORA
1.0,5818.5586,31.70689582824707,5818.5586,-2146.8482421875,33855624.0,17,7,96.7735170332667,35.8351486494883,marls and sandstones,MOSLAVACKA GORA
1.004,12339.359,29.374181747436523,12339.359,120.3837890625,152259790.0,22,7,96.9920769232499,34.62176780263446,sandy marls and argillaceous sandstones,MOSLAVACKA GORA
1.008,12439.68,27.351167678833008,12439.68,3832.2236328125,154745630.0,22,7,97.61175039799296,34.63680092860572,sandy marls and argillaceous sandstones,MOSLAVACKA GORA
1.012,7022.3984,25.35808181762696,7022.3984,6902.0150390625,49314080.0,22,7,97.99662734161912,32.53611872199472,sandy marls and argillaceous sandstones,MOSLAVACKA GORA
1.016,-100.32031,23.325326919555664,100.32031,7503.93515625,10064.165,11,6,97.41984222369425,36.35028500668398,clays and sandstones,MIOCENE
1.02,-5617.918,21.161794662475582,5617.918,5216.63984375,31561002.0,28,6,97.97682006176692,35.169634783522405,silty marls and quartzitic sandstones,MIOCENE
1.024,-8426.879,18.789783477783203,8426.879,1063.3921875,71012290.0,22,4,97.68367276948528,35.69015410765795,sandy marls and argillaceous sandstones,KLOSTAR IVANIC
1.028,-9329.762,17.279523849487305,9329.762,-3290.49609375,87044456.0,22,4,98.29212176214595,36.64621139616224,sandy marls and argillaceous sandstones,KLOSTAR IVANIC
1.032,-8727.84,231.9839782714844,8727.84,-6440.54375,76175190.0,22,4,99.09648990733932,35.69408020084206,sandy marls and argillaceous sandstones,KLOSTAR IVANIC
1.036,-6219.84,19.28942108154297,6219.84,-7664.44765625,38686410.0,28,7,99.01812119881356,36.43460950589584,silty marls and quartzitic sandstones,MOSLAVACKA GORA
1.04,-2006.4004,20.945077896118164,2006.4004,-6942.144140625,4025642.5,11,7,99.49843400579545,37.43969573105019,clays and sandstones,MOSLAVACKA GORA
1.044,2708.6396,22.840654373168945,2708.6396,-4715.0404296875,7336728.5,17,6,100.44668375809528,37.49673264256104,marls and sandstones,MIOCENE
