Time (s),Amplitude,Instantaneous_freq,Amplitude_abs,Amplitude_roll_mean,Amplitude_energy
1.268,-173.60303,16.109285354614258,173.60303,2557.74658203125,30138.012
1.272,-2141.1006,17.468820571899414,2141.1006,1296.23349609375,4584311.5
1.276,-3819.2607,18.801868438720703,3819.2607,-300.91162109375,14586753.0
1.28,-4455.801,19.65694236755371,4455.801,-1805.4681640625,19854160.0
1.284,-3761.393,230.7635040283203,3761.393,-2870.231640625,14148078.0
1.288,-2372.5713,17.527271270751953,2372.5713,-3310.02529296875,5629094.5
1.292,-1041.6167,15.456446647644043,1041.6167,-3090.128515625,1084965.4
1.296,-115.73535,13.195133209228516,115.73535,-2349.4234375,13394.672
1.3,231.47021,7.865204334259033,231.47021,-1411.96923828125,53578.46
1.304,115.73486,2.284475326538086,115.73486,-636.54365234375,13394.559
1.308,0.0,3.46049165725708,0.0,-162.02939453125,0.0
1.312,520.8081,8.78686237335205,520.8081,150.45556640625,271241.1
1.316,2025.3657,18.205127716064453,2025.3657,578.67578125,4102106.2
1.32,3703.525,22.309322357177734,3703.525,1273.08671875,13716097.0
1.324,4166.465,24.616846084594727,4166.465,2083.23271484375,17359430.0
1.328,2604.0415,26.267702102661133,2604.0415,2604.041015625,6781032.0
1.332,-347.20557,28.045148849487305,347.20557,2430.43828125,120551.7
1.336,-2835.5117,30.18584442138672,2835.5117,1458.26279296875,8040126.5
1.34,-3124.8496,217.9136505126953,3124.8496,92.587890625,9764685.0
1.344,-1446.69,34.1367073059082,1446.69,-1030.04306640625,2092911.8
1.348,462.94043,35.71962356567383,462.94043,-1458.26328125,214313.84
1.352,1157.3511,33.3946533203125,1157.3511,-1157.351953125,1339461.5
1.356,983.749,25.513832092285156,983.749,-393.4998046875,967762.1
1.36,752.2783,17.6922664642334,752.2783,381.92578125,565922.7
1.364,520.8081,16.647235870361328,520.8081,775.425390625,271241.1
1.368,57.867676,19.372451782226562,57.867676,694.41083984375,3348.668
1.372,-462.94092,18.24193572998047,462.94092,370.35244140625,214314.3
1.376,-810.1465,12.722081184387207,810.1465,11.57333984375,656337.3
