Time (s),Amplitude,Instantaneous_freq,Amplitude_abs,Amplitude_roll_mean,Amplitude_energy,Lithology_label,Strat_Simplified_Viro_label,TEMP,RD,Lithology_name,Strat_Simplified_Viro_name
0.228,-868.0137,23.45048141479492,868.0137,-115.73525390625,753447.75,18,1,43.56851265606868,9.740606677381209,marly clays and sandstones,Bilogora
0.232,-1330.9546,23.06960678100586,1330.9546,-381.926171875,1771440.1,6,1,43.4881545847815,9.80946269251045,clay and sand,Bilogora
0.236,-1388.8223,230.64764404296875,1388.8223,-705.98466796875,1928827.2,18,5,43.65300045396823,9.780718388030111,marly clays and sandstones,Lonja
0.24,-1157.352,19.448043823242188,1157.352,-983.74912109375,1339463.8,18,1,42.84137789667858,9.966817118519298,marly clays and sandstones,Bilogora
0.244,-462.94092,21.809064865112305,462.94092,-1041.61669921875,214314.3,6,1,43.12473049483592,10.146178630689809,clay and sand,Bilogora
0.248,578.6758,24.0578556060791,578.6758,-752.27880859375,334865.66,6,1,43.67231199289904,10.40009168655733,clay and sand,Bilogora
0.252,1330.9546,24.75092124938965,1330.9546,-219.89697265625,1771440.1,13,5,43.7297453248782,9.64672197109024,gravel and clays,Lonja
0.256,1330.9546,23.45184326171875,1330.9546,324.0583984375,1771440.1,13,5,43.66184110129534,9.612078322313057,gravel and clays,Lonja
0.26,868.0137,18.758628845214844,868.0137,729.13154296875,753447.75,18,1,43.077688330028174,10.353087389436396,marly clays and sandstones,Bilogora
0.264,520.8081,11.511754989624023,520.8081,925.88134765625,271241.1,6,1,43.21708111095441,11.734622663713251,clay and sand,Bilogora
0.268,289.3379,9.985876083374023,289.3379,868.01376953125,83716.414,6,1,43.2073588953496,11.815725005921324,clay and sand,Bilogora
0.272,173.60254,2.336261510848999,173.60254,636.543359375,30137.842,6,1,43.06801221803258,11.802792982277872,clay and sand,Bilogora
0.276,231.47021,20.74933624267578,231.47021,416.646484375,53578.46,6,1,42.99686989516063,10.91353637136302,clay and sand,Bilogora
0.28,578.6758,13.891094207763672,578.6758,358.77890625,334865.66,18,1,43.0777344336374,11.46247767239197,marly clays and sandstones,Bilogora
0.284,983.749,14.833683013916016,983.749,451.36708984375,967762.1,18,1,43.0777344336374,11.063013008486172,marly clays and sandstones,Bilogora
0.288,868.0137,20.546253204345703,868.0137,567.10224609375,753447.75,18,5,42.951167367404935,9.895404877778937,marly clays and sandstones,Lonja
0.292,-115.73535,22.099658966064453,115.73535,509.23466796875,13394.672,6,1,43.27264969450172,10.772117558000293,clay and sand,Bilogora
0.296,-1736.0278,22.20335960388184,1736.0278,115.73505859375,3013792.8,13,1,43.2951902044974,9.918638256688029,gravel and clays,Bilogora
0.3,-3356.32,22.52852439880371,3356.32,-671.264111328125,11264884.0,13,1,43.24598293292283,9.777863569606833,gravel and clays,Bilogora
0.304,-4050.731,227.4993133544922,4050.731,-1678.160107421875,16408421.0,13,1,43.56917910924757,10.433225418928918,gravel and clays,Bilogora
0.308,-3414.1875,21.508445739746094,3414.1875,-2534.600341796875,11656676.0,18,1,42.993424351512814,9.87328677621888,marly clays and sandstones,Bilogora
0.312,-1562.4248,21.40567779541016,1562.4248,-2823.938232421875,2441171.2,10,1,42.88617542598343,9.910996310228628,clays and gravel,Bilogora
0.316,1157.3511,21.846227645874023,1157.3511,-2245.262451171875,1339461.5,18,1,43.13922290461285,10.181857670171782,marly clays and sandstones,Bilogora
0.32,3877.1284,22.32404136657715,3877.1284,-798.57275390625,15032125.0,18,1,43.40426824135996,10.069888579826747,marly clays and sandstones,Bilogora
0.324,5497.418,23.13891792297364,5497.418,1111.05703125,30221604.0,18,1,43.79170506457825,10.072970513881932,marly clays and sandstones,Bilogora
0.328,5092.3438,23.725812911987305,5092.3438,2812.36328125,25931964.0,13,1,43.890178228256126,9.963417265696071,gravel and clays,Bilogora
0.332,2835.5112,23.744443893432617,2835.5112,3691.95048828125,8040124.0,13,1,43.87969202695796,9.917098013970568,gravel and clays,Bilogora
0.336,0.0,23.177396774291992,0.0,3460.4802734375,0.0,6,1,43.77313265356396,10.811230937071477,clay and sand,Bilogora
0.34,-2198.9683,22.738357543945312,2198.9683,2245.2609375,4835461.5,18,1,43.5830290196764,10.014009973195124,marly clays and sandstones,Bilogora
0.344,-3182.7173,23.216732025146484,3182.7173,509.23388671875,10129689.0,18,1,43.46154295282524,9.58482298038179,marly clays and sandstones,Bilogora
0.348,-2777.644,226.03565979003903,2777.644,-1064.763671875,7715306.5,13,1,43.586461547485904,10.277944314540749,gravel and clays,Bilogora
0.352,-1504.5571,24.39277648925781,1504.5571,-1932.77734375,2263692.2,13,1,43.576624652243936,9.73682224821242,gravel and clays,Bilogora
0.356,-173.60303,26.226179122924805,173.60303,-1967.49794921875,30138.012,13,1,43.68730498058957,10.625753114386091,gravel and clays,Bilogora
0.36,636.54346,31.602069854736328,636.54346,-1400.39560546875,405187.56,10,1,43.72713621208559,10.422836471706672,clays and gravel,Bilogora
0.364,636.54346,42.23310852050781,636.54346,-636.54345703125,405187.56,10,1,43.74195016124485,10.34163315649392,clays and gravel,Bilogora
0.368,115.73486,48.66232299804688,115.73486,-57.86767578125,13394.559,10,1,43.73744290807837,10.845023421477713,clays and gravel,Bilogora
0.372,-636.54346,36.05999374389648,636.54346,115.73505859375,405187.56,10,5,43.74264903025717,10.022975294445018,clays and gravel,Lonja
0.376,-1273.0869,26.351436614990234,1273.0869,-104.16171875,1620750.2,18,1,43.66286731409243,9.914861274240856,marly clays and sandstones,Bilogora
0.38,-1562.4248,228.862548828125,1562.4248,-543.95537109375,2441171.2,18,1,43.65300045396823,10.130182883399296,marly clays and sandstones,Bilogora
0.384,-1446.69,19.38142967224121,1446.69,-960.60205078125,2092911.8,6,1,42.86611401408668,9.927526236146658,clay and sand,Bilogora
0.388,-578.6758,20.95540428161621,578.6758,-1099.4841796875,334865.66,6,1,42.924407266660566,10.186437606154978,clay and sand,Bilogora
0.392,1388.8218,23.49928474426269,1388.8218,-694.4111328125,1928825.9,13,1,43.67773447415923,10.148855581898813,gravel and clays,Bilogora
0.396,3819.2603,25.32367515563965,3819.2603,324.05830078125,14586749.0,13,1,43.77228642708884,9.378825240331134,gravel and clays,Bilogora
0.4,5092.3438,26.90845489501953,5092.3438,1655.01201171875,25931964.0,13,4,43.954746170717,9.302615895054087,gravel and clays,KLOSTAR IVANIC
0.404,3703.525,27.97124290466309,3703.525,2685.05498046875,13716097.0,17,4,43.94209828830888,9.49362336368449,marls and sandstones,KLOSTAR IVANIC
0.408,115.73486,28.53807830810547,115.73486,2823.937109375,13394.559,9,4,43.8970190333515,10.483492976989844,clayey sandstone and sandy marls,KLOSTAR IVANIC
0.412,-3298.4524,28.91958808898925,3298.4524,1886.482275390625,10879788.0,17,4,43.78550916252328,9.843649619727254,marls and sandstones,KLOSTAR IVANIC
0.416,-4282.199,28.989532470703125,4282.199,266.190380859375,18337230.0,18,1,43.58127827209757,9.850197537566906,marly clays and sandstones,Bilogora
0.42,-2719.7764,220.19680786132807,2719.7764,-1296.233642578125,7397183.5,17,4,43.60356094840703,9.568289844612462,marls and sandstones,KLOSTAR IVANIC
0.424,-289.3379,32.70879364013672,289.3379,-2094.806201171875,83716.414,9,1,43.70039997537005,10.503855981441156,clayey sandstone and sandy marls,Bilogora
0.428,810.146,45.69367599487305,810.146,-1955.923974609375,656336.56,9,4,43.71745683908359,9.822572521059897,clayey sandstone and sandy marls,KLOSTAR IVANIC
0.432,-115.73535,89.56200408935547,115.73535,-1319.38056640625,13394.672,9,4,43.70487322619323,10.489306612204505,clayey sandstone and sandy marls,KLOSTAR IVANIC
0.436,-1967.498,45.7260856628418,1967.498,-856.44033203125,3871048.5,18,4,43.65300045396823,9.696177109757793,marly clays and sandstones,KLOSTAR IVANIC
0.44,-2719.7764,218.48806762695312,2719.7764,-856.44033203125,7397183.5,17,4,43.61837489756629,9.57367500865607,marls and sandstones,KLOSTAR IVANIC
0.444,-1446.69,28.04955291748047,1446.69,-1087.9107421875,2092911.8,18,4,43.62599363967525,9.807975217570618,marly clays and sandstones,KLOSTAR IVANIC
0.448,1446.69,27.535106658935547,1446.69,-960.601953125,2092911.8,13,4,43.75956351669653,9.77694340516194,gravel and clays,KLOSTAR IVANIC
0.452,4166.465,26.818979263305664,4166.465,-104.1619140625,17359430.0,9,4,43.76961133798058,9.46718989564077,clayey sandstone and sandy marls,KLOSTAR IVANIC
0.456,5092.3438,26.442401885986328,5092.3438,1307.8064453125,25931964.0,9,1,43.92761668405924,9.479680159408831,clayey sandstone and sandy marls,Bilogora
0.46,3587.7905,26.858362197875977,3587.7905,2569.31982421875,12872241.0,17,4,43.93951461038721,9.39897940345438,marls and sandstones,KLOSTAR IVANIC
0.464,636.54346,26.580379486083984,636.54346,2985.96650390625,405187.56,17,4,43.91139314664218,10.298039799920517,marls and sandstones,KLOSTAR IVANIC
0.468,-1967.498,26.836727142333984,1967.498,2303.12890625,3871048.5,17,4,43.829763933001104,9.714631400627315,marls and sandstones,KLOSTAR IVANIC
0.472,-2835.5117,27.312559127807617,2835.5117,902.73359375,8040126.5,17,4,43.72193257460676,9.354572146300113,marls and sandstones,KLOSTAR IVANIC
0.476,-1967.498,222.7356872558593,1967.498,-509.234765625,3871048.5,17,4,43.66677579487567,9.87731004970315,marls and sandstones,KLOSTAR IVANIC
0.48,-520.8086,30.17989158630371,520.8086,-1330.95458984375,271241.6,17,4,43.75654239433381,10.125689959949115,marls and sandstones,KLOSTAR IVANIC
0.484,173.60254,53.0043830871582,173.60254,-1423.5427734375,30137.842,17,4,43.8600629532107,10.693597458169627,marls and sandstones,KLOSTAR IVANIC
0.488,-289.3379,110.72064208984376,289.3379,-1087.9107421875,83716.414,17,4,43.93146916674952,10.779260796917423,marls and sandstones,KLOSTAR IVANIC
0.492,-1099.4844,29.37042999267578,1099.4844,-740.7052734375,1208865.9,17,4,43.98589438969825,10.510547976663132,marls and sandstones,KLOSTAR IVANIC
0.496,-1446.69,222.8889923095703,1446.69,-636.54365234375,2092911.8,17,4,44.24563974821023,10.83439658148608,marls and sandstones,KLOSTAR IVANIC
0.5,-925.88135,25.465904235839844,925.88135,-717.558203125,857256.25,17,4,44.53213455891532,10.064503771309438,marls and sandstones,KLOSTAR IVANIC
0.504,57.867676,24.74482154846192,57.867676,-740.70517578125,3348.668,17,4,44.58956951789644,10.895169488312517,marls and sandstones,KLOSTAR IVANIC
0.508,983.749,26.57092666625977,983.749,-486.08779296875,967762.1,17,1,44.93058217423919,10.796776615687383,marls and sandstones,Bilogora
0.512,1157.3511,28.31395721435547,1157.3511,-34.720703125,1339461.5,17,4,45.17861900975899,10.832727075194256,marls and sandstones,KLOSTAR IVANIC
0.516,520.8081,33.10400390625,520.8081,358.77890625,271241.1,17,4,45.27797309913535,11.253444068702736,marls and sandstones,KLOSTAR IVANIC
0.52,-173.60303,77.96790313720703,173.60303,509.2345703125,30138.012,17,4,45.41344283006945,11.245940840519353,marls and sandstones,KLOSTAR IVANIC
0.524,-57.867676,170.86074829101562,57.867676,486.0875,3348.668,17,4,45.47378323522838,11.225027334494795,marls and sandstones,KLOSTAR IVANIC
0.528,810.146,33.368038177490234,810.146,451.36689453125,656336.56,17,4,45.71806919005979,10.881833735447332,marls and sandstones,KLOSTAR IVANIC
0.532,1562.4243,29.61753845214844,1562.4243,532.38154296875,2441169.8,9,4,45.99364401269541,10.477138538751252,clayey sandstone and sandy marls,KLOSTAR IVANIC
0.536,1446.69,27.07341194152832,1446.69,717.55791015625,2092911.8,17,4,46.31239491685518,10.646014783417572,marls and sandstones,KLOSTAR IVANIC
0.54,578.6758,25.73412704467773,578.6758,868.013671875,334865.66,13,4,46.53067048039761,11.01073024377392,gravel and clays,KLOSTAR IVANIC
0.544,-578.6758,25.57913017272949,578.6758,763.85205078125,334865.66,13,4,46.937423116917806,10.537714928610647,gravel and clays,KLOSTAR IVANIC
0.548,-1446.69,26.07692527770996,1446.69,312.48486328125,2092911.8,17,4,47.09227938476319,10.491306975415911,marls and sandstones,KLOSTAR IVANIC
0.552,-1562.4248,222.40907287597656,1562.4248,-312.4849609375,2441171.2,17,4,47.20405841358424,10.773419543830425,marls and sandstones,KLOSTAR IVANIC
0.556,-925.88135,27.93461799621582,925.88135,-786.99921875,857256.25,13,4,47.46840163468936,10.83859529815625,gravel and clays,KLOSTAR IVANIC
0.56,0.0,30.55663299560547,0.0,-902.734375,0.0,17,4,47.730392491089376,11.574559797979989,marls and sandstones,KLOSTAR IVANIC
0.564,694.41064,35.52192687988281,694.41064,-648.11708984375,482206.16,9,4,47.860519852571926,11.004823059536486,clayey sandstone and sandy marls,KLOSTAR IVANIC
0.568,694.41064,36.15275955200195,694.41064,-219.89697265625,482206.16,17,4,48.21261773900662,11.007317875700677,marls and sandstones,KLOSTAR IVANIC
0.572,289.3379,36.86178207397461,289.3379,150.45556640625,83716.414,17,4,48.27562642673986,11.314687142471469,marls and sandstones,KLOSTAR IVANIC
0.576,-405.07324,37.80538940429688,405.07324,254.6171875,164084.33,17,4,48.31197904326012,11.03202477829911,marls and sandstones,KLOSTAR IVANIC
0.58,-810.1465,31.649188995361328,810.1465,92.587890625,656337.3,17,4,48.49176397061287,11.089625197902748,marls and sandstones,KLOSTAR IVANIC
0.584,-810.1465,222.8072509765625,810.1465,-208.32353515625,656337.3,17,4,48.82139497973687,10.804743676400406,marls and sandstones,KLOSTAR IVANIC
0.588,-405.07324,25.879871368408203,405.07324,-428.2203125,164084.33,17,4,49.20970620836631,10.717258138043702,marls and sandstones,KLOSTAR IVANIC
0.592,0.0,18.936351776123047,0.0,-486.087890625,0.0,17,4,49.6761510582238,10.935100037267688,marls and sandstones,KLOSTAR IVANIC
0.596,347.20557,16.288705825805664,347.20557,-335.63212890625,120551.7,17,4,50.02664031903462,11.07514585873514,marls and sandstones,KLOSTAR IVANIC
0.6,752.2783,18.559947967529297,752.2783,-23.14716796875,565922.7,17,4,50.17442164444593,10.62378105557656,marls and sandstones,KLOSTAR IVANIC
0.604,1099.4839,23.25153923034668,1099.4839,358.77890625,1208864.9,17,4,50.36950145982878,9.85520954943842,marls and sandstones,KLOSTAR IVANIC
0.608,925.88135,26.763288497924805,925.88135,624.96982421875,857256.25,17,4,50.80644661308556,10.4080930717161,marls and sandstones,KLOSTAR IVANIC
0.612,347.20557,25.54287910461425,347.20557,694.4109375,120551.7,13,4,51.21319159741697,10.65906159779836,gravel and clays,KLOSTAR IVANIC
0.616,-231.47021,26.44308280944824,231.47021,578.67578125,53578.46,17,4,51.28374709070079,10.832414466886426,marls and sandstones,KLOSTAR IVANIC
0.62,-405.07324,24.464523315429688,405.07324,347.20546875,164084.33,17,4,51.401203775735056,9.57771639639332,marls and sandstones,KLOSTAR IVANIC
0.624,-289.3379,13.166327476501465,289.3379,69.44111328125,83716.414,17,4,51.64372310621999,11.094888814012336,marls and sandstones,KLOSTAR IVANIC
0.628,-173.60303,8.699896812438965,173.60303,-150.45576171875,30138.012,17,4,51.94103707913165,11.662277980039605,marls and sandstones,KLOSTAR IVANIC
0.632,-115.73535,21.52544593811035,115.73535,-243.0439453125,13394.672,13,1,52.44016704311118,10.689395164473654,gravel and clays,Bilogora
0.636,-231.47021,12.487748146057127,231.47021,-243.0439453125,53578.46,17,4,52.90916898608047,11.71529051397716,marls and sandstones,KLOSTAR IVANIC
0.64,-289.3379,223.3600006103516,289.3379,-219.896875,83716.414,13,4,52.849024144093256,11.132602047352734,gravel and clays,KLOSTAR IVANIC
0.644,-115.73535,36.61552810668945,115.73535,-185.1763671875,13394.672,13,1,53.15918735421678,11.171216906245329,gravel and clays,Bilogora
0.648,347.20557,44.08894348144531,347.20557,-81.0146484375,120551.7,13,1,53.51900670315253,11.134161840868725,gravel and clays,Bilogora
0.652,694.41064,41.90592956542969,694.41064,81.01455078125,482206.16,13,1,53.65361572324442,10.76399202281822,gravel and clays,Bilogora
0.656,405.07275,35.82465362548828,405.07275,208.32314453125,164083.94,13,1,53.77644816245801,10.9316749147522,gravel and clays,Bilogora
0.66,-520.8086,30.487924575805664,520.8086,162.02900390625,271241.6,13,1,54.117554669181565,11.020976113710764,gravel and clays,Bilogora
0.664,-1678.1602,28.7148551940918,1678.1602,-150.45595703125,2816221.5,17,4,54.76080816844396,11.494872257843465,marls and sandstones,KLOSTAR IVANIC
0.668,-2198.9683,222.507553100586,2198.9683,-659.69072265625,4835461.5,17,0,54.97062456185661,12.141682701028229,marls and sandstones,ABICHI LAYERS
0.672,-1736.0278,24.190319061279297,1736.0278,-1145.77841796875,3013792.8,9,4,55.17031932302014,10.342425465045856,clayey sandstone and sandy marls,KLOSTAR IVANIC
0.676,-462.94092,23.54790306091309,462.94092,-1319.38115234375,214314.3,17,4,55.337408935300594,10.390634006699871,marls and sandstones,KLOSTAR IVANIC
0.68,1388.8218,24.167104721069336,1388.8218,-937.455078125,1928825.9,17,3,55.498252912685615,10.365543528728615,marls and sandstones,IVANIC GRAD
0.684,2951.2466,23.570905685424805,2951.2466,-11.57373046875,8709856.0,17,3,55.9138917726938,11.092632709504056,marls and sandstones,IVANIC GRAD
0.688,3529.9224,24.044265747070312,3529.9224,1134.20439453125,12460352.0,13,3,55.95885740797114,11.600484639059488,gravel and clays,IVANIC GRAD
0.692,2719.776,23.277082443237305,2719.776,2025.36513671875,7397181.0,17,3,56.3802620972815,12.410072988192631,marls and sandstones,IVANIC GRAD
0.696,1215.2192,21.193334579467773,1215.2192,2360.99716796875,1476757.8,17,3,56.89997305915081,12.562156742446572,marls and sandstones,IVANIC GRAD
0.7,-405.07324,20.240629196166992,405.07324,2002.2181640625,164084.33,17,4,57.07767601990216,11.93457266722047,marls and sandstones,KLOSTAR IVANIC
0.704,-1736.0278,19.17570304870605,1736.0278,1064.76328125,3013792.8,17,4,57.17618363202219,11.750418361808988,marls and sandstones,KLOSTAR IVANIC
0.708,-2661.9092,18.98441505432129,2661.9092,-173.60302734375,7085760.5,17,4,57.68403471305272,12.848960767352796,marls and sandstones,KLOSTAR IVANIC
0.712,-3009.1147,229.7900390625,3009.1147,-1319.38115234375,9054772.0,17,1,58.22724082202311,14.881840147518531,marls and sandstones,Bilogora
0.716,-2488.3062,20.89735221862793,2488.3062,-2060.08623046875,6191667.5,17,4,58.337593566539205,14.11436755490511,marls and sandstones,KLOSTAR IVANIC
0.72,-1388.8223,19.608562469482425,1388.8223,-2256.83603515625,1928827.2,17,4,58.92085361539957,13.728404057279876,marls and sandstones,KLOSTAR IVANIC
0.724,-173.60303,18.4026107788086,173.60303,-1944.35107421875,30138.012,17,0,58.58989289317403,14.706186904134327,marls and sandstones,ABICHI LAYERS
0.728,1041.6167,18.381128311157227,1041.6167,-1203.6458984375,1084965.4,17,0,58.92292460711525,14.063930912957366,marls and sandstones,ABICHI LAYERS
0.732,2198.9683,19.15030670166016,2198.9683,-162.029296875,4835461.5,17,0,59.16565917749001,14.028524617870543,marls and sandstones,ABICHI LAYERS
0.736,3066.982,22.613420486450195,3066.982,949.0283203125,9406378.0,22,4,59.8419224136381,14.361524554116832,sandy marls and argillaceous sandstones,KLOSTAR IVANIC
0.74,2777.644,24.76276016235352,2777.644,1782.32158203125,7715306.5,22,7,59.87477085794534,13.24545292125086,sandy marls and argillaceous sandstones,MOSLAVACKA GORA
0.744,1330.9546,24.96733856201172,1330.9546,2083.23310546875,1771440.1,22,7,60.254619521779006,12.862915708355107,sandy marls and argillaceous sandstones,MOSLAVACKA GORA
0.748,-520.8086,24.902124404907227,520.8086,1770.748046875,271241.6,17,7,60.35807838903565,12.099815610039348,marls and sandstones,MOSLAVACKA GORA
0.752,-1793.895,23.300649642944336,1793.895,972.175390625,3218059.2,17,4,60.58620059951252,13.578576647997208,marls and sandstones,KLOSTAR IVANIC
0.756,-2198.9683,20.783079147338867,2198.9683,-81.0146484375,4835461.5,22,6,61.26430255558925,15.000360650750032,sandy marls and argillaceous sandstones,MIOCENE
0.76,-2025.3657,231.742431640625,2025.3657,-1041.6166015625,4102106.2,11,4,61.30782352581687,15.687737833091155,clays and sandstones,KLOSTAR IVANIC
0.764,-1620.2925,15.858731269836426,1620.2925,-1631.866015625,2625347.8,17,4,61.57732176398822,14.296093884879284,marls and sandstones,KLOSTAR IVANIC
0.768,-1157.352,14.199241638183594,1157.352,-1759.17470703125,1339463.8,17,4,62.0050761408264,14.322950487273593,marls and sandstones,KLOSTAR IVANIC
0.772,-578.6758,14.416357040405272,578.6758,-1516.130859375,334865.66,17,4,62.16834675736779,14.072641653532258,marls and sandstones,KLOSTAR IVANIC
0.776,289.3379,15.746648788452148,289.3379,-1018.46962890625,83716.414,17,0,62.80429443432215,17.00203022278559,marls and sandstones,ABICHI LAYERS
0.78,1504.5571,17.13347816467285,1504.5571,-312.48505859375,2263692.2,17,0,63.37666616505689,18.15321040997021,marls and sandstones,ABICHI LAYERS
0.784,2951.2466,19.604528427124023,2951.2466,601.82275390625,8709856.0,22,7,63.18527970980404,15.83688115184352,sandy marls and argillaceous sandstones,MOSLAVACKA GORA
0.788,3934.9956,20.48931121826172,3934.9956,1620.29228515625,15484190.0,11,7,63.3238834400709,16.750856014810356,clays and sandstones,MOSLAVACKA GORA
0.792,3877.1284,21.18763732910156,3877.1284,2511.453125,15032125.0,11,7,63.871546026280406,16.325772544899635,clays and sandstones,MOSLAVACKA GORA
