Time (s),Depth,Sonic_Velocity,AC,PHIT,R64,RD,TEMP,SW,Amplitude,Instantaneous_freq,Amplitude_abs,Amplitude_roll_mean,Amplitude_energy
0.252,346.25267802480795,2903.1946047740885,,,,,,,1718.6152,21.021953582763672,1718.6152,-923.754296875,2953638.2
0.256,352.0642414493797,2908.2827823923258,,,,,,,1718.6152,20.29761505126953,1718.6152,107.4142578125,2953638.2
0.26,357.8859900094612,2913.3798773663166,,,,,,,1074.1348,12.140873908996582,1074.1348,859.3080078125,1153765.5
0.264,363.7179418948386,2918.485905621699,,,,,,,644.48145,5.092077732086182,644.48145,1181.5482421875,415356.34
0.268,369.5601148811743,2923.600882721538,,,,,,,537.0674,23.158876419067383,537.0674,1138.5828125,288441.38
0.272,375.4125264498757,2928.7248239712667,,,,,,,966.7217,1.3260242938995361,966.7217,988.2041015625,934550.8
0.276,381.27519518871526,2933.857745644973,,,,,,,1826.0283,11.661492347717285,1826.0283,1009.68671875,3334379.5
0.28,387.14813874298227,2938.9996631915747,,,,,,,2792.749,14.937675476074219,2792.749,1353.4095703125,7799447.0
0.284,393.03137499594396,2944.150592268345,,,,,,,3437.2295,16.260147094726562,3437.2295,1911.9591796875,11814547.0
0.288,398.92492214126304,2949.3105488043175,,,,,,,3222.4033,17.627988815307617,3222.4033,2449.0263671875,10383883.0
0.292,404.8287983088726,2954.4795486727285,,,,,,,1611.2021,18.734275817871094,1611.2021,2577.9224609375,2595972.2
0.296,410.7430215653103,2959.6576076913107,,,,,,,-1288.96,19.151243209838867,1288.96,1954.9248046875,1661417.8
0.3,416.6676099140497,2964.844741622581,,,,,,,-4726.1875,19.270946502685547,4726.1875,451.1375,22336848.0
