Time (s),Depth,Sonic_Velocity,AC,PORT,R64,SW,RT,POR,PORW,Amplitude,Instantaneous_freq,Amplitude_abs,Amplitude_roll_mean,Amplitude_energy
0.44,649.0455576636243,4485.592996218308,,,,,,,,-8300.855,21.222753524780273,8300.855,-2532.8255859375,68904200.0
0.444,658.0541899155372,4522.678490311185,,,,,,,,-6810.961,228.7594757080078,6810.961,-4874.0927734375,46389188.0
0.448,667.1372992664069,4560.070581447451,,,,,,,,-3618.3232,20.151418685913086,3618.3232,-5853.1685546875,13092263.0
0.452,676.295500718917,4597.7718013852855,,,,,,,,-957.791,16.440683364868164,957.791,-5363.6306640625,917363.6
0.456,685.5294174711066,4635.784715620378,,,,,,,,0.0,8.234850883483887,0.0,-3937.5861328125,0.0
0.46,694.8396732815748,4674.11189195605,,,,,,,,-532.10645,8.127052307128906,532.10645,-2383.836328125,283137.28
0.464,704.2268995442801,4712.755929627821,,,,,,,,-1170.6338,4.186635494232178,1170.6338,-1255.7708984375,1370383.5
0.468,713.6917325926587,4751.71944820537,,,,,,,,-106.4209,11.611112594604492,106.4209,-553.3904296875,11325.407
0.472,723.234815540703,4791.005095171632,,,,,,,,3618.3232,18.431638717651367,3618.3232,361.832421875,13092263.0
0.476,732.8567935424522,4830.615526407727,,,,,,,,8726.543,20.802621841430664,8726.543,2107.141015625,76152550.0
0.48,742.5583193395103,4870.553429030213,,,,,,,,12451.285,21.585819244384766,12451.285,4703.8193359375,155034500.0
0.484,751.9058206662665,3582.510578279267,85.08,,10.800672792732021,,,,,12344.863,22.064851760864258,12344.863,7406.91875,152395650.0
0.488,760.3449103631608,3596.9138710895722,84.74540385133484,,8.412790336576716,,,,,7343.0664,22.511018753051758,7343.0664,8896.8162109375,53920624.0
0.492,766.5297106285702,2754.1385538657064,110.73765251656766,,6.573673956571422,,,,,-744.94824,22.233009338378906,744.94824,8024.1619140625,554947.9
0.496,771.7000864353048,1629.1416203171968,187.0925127869054,,7.6640224731774635,,,,,-8620.121,21.9080867767334,8620.121,4554.8291015625,74306490.0
0.5,776.8818003484577,2556.089493694018,119.24600436212492,,7.0759921533204055,,,,,-13302.656,21.65248680114746,13302.656,-595.9591796875,176960660.0
0.504,782.7067909354408,2989.7594852277634,101.948,,8.907252997102166,,,,,-13409.078,229.4081268310547,13409.078,-5746.7474609375,179803380.0
0.508,788.6811895691835,3052.3877266873014,99.86847348702202,,8.2884951655343,,,,,-10216.441,19.158262252807617,10216.441,-9258.6490234375,104375670.0
0.512,794.754341066923,3204.3734230445752,95.12,,10.407402296408556,,,,,-5746.746,17.566648483276367,5746.746,-10259.00859375,33025090.0
0.516,801.1911273176979,3170.632311118839,96.13225159454649,,13.107216044515043,,,,,-1596.3184,15.688535690307617,1596.3184,-8854.248046875,2548232.2
0.52,807.560682109422,3565.47825086727,85.489248378627,,11.310640926565501,,,,,1809.1621,14.325613975524902,1809.1621,-5831.884375,3273067.5
0.524,814.0767470255661,2571.9999073155263,118.50724442746449,,10.056924014001796,,,,,5001.797,14.971177101135254,5001.797,-2149.709375,25017972.0
0.528,820.5134892724791,3188.0011164500343,95.6085107275202,,11.817061203433433,,,,,7768.75,16.400691986083984,7768.75,1447.32890625,60353476.0
0.532,826.8939717316293,3098.1561199641396,98.38146727773645,,13.559581483965138,,,,,9258.648,17.649145126342773,9258.648,4448.4078125,85722570.0
0.536,833.2872892677665,3125.192248538912,97.52999999999999,,13.28800909727454,,,,,8620.121,18.32674789428711,8620.121,6491.695703125,74306490.0
0.54,839.1594781021257,3253.026385665148,93.70595595011605,,8.862643065521478,,,,,6172.4297,17.692873001098633,6172.4297,7364.34921875,38098890.0
0.544,845.3118867395335,2850.728009740725,106.92021530705226,,7.113433978138228,,,,,2979.796,16.63158416748047,2979.796,6959.9490234375,8879184.0
0.548,851.7170698502581,3170.90424867879,96.12400000000001,,14.909122316472137,,,,,319.26367,13.734619140625,319.26367,5470.0517578125,101929.29
0.552,858.1810838688949,3287.7692843640334,92.71367436384133,,12.359028643956295,,,,,-1702.7402,11.367701530456543,1702.7402,3277.7740234375,2899324.2
0.556,864.982972345015,3316.359838098969,91.908,,12.67188870566078,,,,,-4150.426,12.622231483459473,4150.426,723.6646484375,17226034.0
0.56,871.8848013966617,3287.635771375565,92.711,,15.07988773463509,,,,,-7449.4883,15.639642715454102,7449.4883,-2000.7189453125,55494876.0
0.564,878.6291152666626,2891.4292208889196,105.41716606331529,,7.986188222002104,,,,,-10642.125,19.460176467895508,10642.125,-4725.103125,113254824.0
0.568,885.0103248152014,3184.187708283276,95.723,,8.751348029567662,,,,,-11067.809,228.00172424316406,11067.809,-7002.517578125,122496380.0
0.572,891.1709020004798,3664.990527720876,83.16562838175818,,10.143800101214996,,,,,-7023.801,23.441247940063477,7023.801,-8066.7296875,49333776.0
0.576,897.648694299752,2987.2045343426694,102.05654427132579,,12.509895543980146,,,,,851.3701,24.66739845275879,851.3701,-7066.3705078125,724831.06
0.58,904.4060792939985,3587.9447732461076,84.96974014761332,,12.096844934141535,,,,,9258.648,25.73379898071289,9258.648,-3724.7431640625,85722570.0
0.584,911.4507435026592,3462.0144056257354,88.04125649734422,,11.911459118425949,,,,,13621.922,26.29681968688965,13621.922,1128.0662109375,185556750.0
0.588,918.4338494308763,3338.2618695580745,91.305,,15.099661505691284,,,,,11706.336,26.646574020385742,11706.336,5682.8951171875,137038300.0
