Time (s),Amplitude,Instantaneous_freq,Amplitude_abs,Amplitude_roll_mean,Amplitude_energy
4.105,275.87939453088245,32.37864208221432,275.87939453088245,2051.543457031093,76109.4403267263
4.106,-551.7607421875,32.29793739318848,551.7607421875,1163.7114257811345,304439.91661930084
4.107,-1379.4008789066174,32.21723270416256,1379.4008789066174,295.9433593748935,1902746.7847283487
4.108,-2207.041015625,32.13652801513672,2207.041015625,-551.7607421876477,4871030.0446510315
4.109,-2282.281005859392,32.543931007385346,2282.281005859392,-1228.920849609526,5208806.589706557
4.11,-2357.520996093783,32.95133399963397,2357.520996093783,-1755.6009277344594,5557905.247023024
4.111,-2432.760986328108,33.35873699188223,2432.760986328108,-2131.8009765625807,5918326.01660011
4.112,-2508.0009765625,33.76613998413086,2508.0009765625,-2357.5209960937573,6290068.898438454
4.113,-1956.24096679663,74.75055408479602,1956.24096679663,-2307.3609863280835,3826878.7201734134
4.114,-1404.48095703125,115.7349681854248,1404.48095703125,-2131.8009765624547,1972566.758663416
4.115,-852.7209472653799,156.71938228608997,852.7209472653799,-1830.8409667967746,727133.0139051668
4.116,-300.9609375,197.70379638671875,300.9609375,-1404.480957031153,90577.4859008789
4.117,50.15917968757799,176.23415946959972,50.15917968757799,-892.8489257811373,2515.9433069307365
4.118,401.279296875156,154.76452255248068,401.279296875156,-421.34487304677987,161025.07410061956
4.119,752.399414062422,133.29488563538075,752.399414062422,10.03120117195449,566104.878281476
4.12,1103.51953125,111.82524871826172,1103.51953125,401.27929687503047,1217755.3558502197
4.121,626.9995117185383,93.18275451659329,626.9995117185383,586.8713867187382,393128.3876952855
4.122,150.4794921875,74.5402603149414,150.4794921875,606.9354492187225,22644.077569007874
4.123,-326.0405273439617,55.89776611327297,326.0405273439617,461.47148437489903,106302.42547072863
4.124,-802.560546875,37.255271911621094,802.560546875,150.4794921874146,644103.4314002991
4.125,-1830.8403320314783,35.901480674743354,1830.8403320314783,-436.39248046888105,3351976.3213931336
4.126,-2859.1201171879566,34.54768943786561,2859.1201171879566,-1133.61640625018,8174567.844508874
4.127,-3887.3999023435217,33.19389820098907,3887.3999023435217,-1941.1922851563845,15111878.000740422
