Time (s),Depth,Sonic_Velocity,AC,R64,TEMP,RT,Amplitude,Instantaneous_freq,Amplitude_abs,Amplitude_roll_mean,Amplitude_energy
0.384,386.212085854139,2145.16458226298,142.087,9.734241717082801,44.3488460097898,21.350419043560542,-6140.707,33.09124755859375,6140.707,1008.830078125,37708284.0
0.388,390.4379194163027,1965.718081888472,155.05808072311535,9.183036922576438,44.46607047588065,18.781083813551525,-10746.238,30.999183654785156,10746.238,-1228.141796875,115481640.0
0.392,394.2844835332095,2080.6619336555204,146.49187776891515,8.123413173433216,44.650069011992514,17.56274154197378,-9430.375,220.21632385253906,9430.375,-4079.184765625,88931976.0
0.396,398.26565800421236,2112.599905239334,144.2773391474486,33.52029488572816,44.71290922037907,18.08607250526486,-2193.1113,28.28865623474121,2193.1113,-5570.5,4809737.5
0.4,402.5752648154473,2129.501121041149,143.13257830006518,32.48926166609754,44.838268537081305,16.116643000341476,7895.1953,27.660295486450195,7895.1953,-4123.047265625,62334108.0
0.404,406.80502681991544,2072.7520531812174,147.05613364021872,32.3235026819914,45.073296245212035,,15790.391,27.099353790283203,15790.391,263.172265625,249336430.0
0.408,411.09364926636755,2094.4287790682747,145.52908612021298,32.15761895598204,44.909444551354284,,17325.57,26.078737258911133,17325.57,5877.533984375,300175400.0
0.412,415.3491793250431,2148.219168235901,141.8852419204187,31.59777204618413,45.0149671730017,,11184.859,26.025691986083984,11184.859,10000.580859375,125101080.0
0.416,419.66797858516776,2165.889111203251,140.72784821458018,28.85601070741569,45.133797858516864,,-657.9336,25.76356315612793,657.9336,10307.61640625,432876.62
0.42,424.02083771302694,2195.374882077241,138.8403196371268,28.349041885651342,45.10104188565134,,-12720.039,25.376991271972656,12720.039,6184.56953125,161799400.0
0.424,428.3715354756567,2197.421922311619,138.708,29.076,45.18743070951313,,-19518.68,25.598941802978516,19518.68,-877.24453125,380978850.0
0.428,432.7857040152595,2213.2826001713697,137.714,29.799142240915504,45.273142240915504,,-17764.191,224.93698120117188,17764.191,-7895.196875,315566500.0
0.432,437.205962376142,2200.5790237457495,138.509,27.132715485137204,45.31711924752287,,-9649.684,24.548704147338867,9649.684,-12062.10546875,93116390.0
0.436,441.31325619620185,2056.903276893445,148.18411670488317,15.493265123924012,45.34826512392401,,438.6211,24.22394371032715,438.6211,-11842.79453125,192388.47
0.44,445.49732779180533,2100.9781383474633,145.07529097222542,15.664213776655572,45.344347387065305,,7895.1953,23.289125442504883,7895.1953,-7719.74765625,62334108.0
0.444,449.79844705744296,2030.4562025745972,150.11430821331788,17.478201882532623,45.54290682344648,,11184.859,23.187543869018555,11184.859,-1579.03984375,125101080.0
