Time (s),Depth,SW,Amplitude,Instantaneous_freq,Amplitude_abs,Amplitude_roll_mean,Amplitude_energy
0.996,2495.474831015423,1.0,-7151.0625,26.16526222229004,7151.0625,-858.1265625,51137696.0
1.0,2505.418411265274,1.0,-10011.492,225.25363159179688,10011.492,-2908.098828125,100229976.0
1.004,2515.2495247911174,1.0,-8819.645,23.766677856445312,8819.645,-5244.11328125,77786130.0
1.008,2525.0878158066025,1.0,-4052.2695,22.806894302368164,4052.2695,-6435.957421875,16420888.0
1.012,2535.111137573115,1.0,2145.3203,22.032453536987305,2145.3203,-5577.8296875,4602399.0
1.016,2545.2210445630617,1.0,7866.172,22.588603973388672,7866.172,-2574.3828125,61876660.0
1.02,2555.057654623755,1.0,10726.598,22.424293518066406,10726.598,1573.23515625,115059896.0
1.024,2565.1632380020083,1.0,10249.859,22.379655838012695,10249.859,5387.1359375,105059620.0
1.028,2575.0862212171896,1.0,6435.957,23.74751853942871,6435.957,7484.78125,41421544.0
1.032,2585.0856260918667,1.0,476.73828,24.5131893157959,476.73828,7151.06484375,227279.39
1.036,2595.0129728223205,1.0,-5482.4805,25.509906768798828,5482.4805,4481.334375,30057592.0
1.04,2605.0012993168393,1.0,-9058.016,25.882081985473633,9058.016,524.41171875,82047650.0
1.044,2615.146979884138,1.0,-9296.383,224.69891357421875,9296.383,-3384.83671875,86422740.0
1.048,2625.0942372349705,1.0,-5959.2188,26.280498504638672,5959.2188,-5863.871875,35512290.0
1.052,2635.312417903558,1.0,953.47656,27.208433151245117,953.47656,-5768.52421875,909117.56
1.056,2645.3638259910326,1.0,8819.648,27.471908569335938,8819.648,-2908.0984375,77786200.0
1.06,2655.7640601412418,1.0,13587.023,28.18760108947754,13587.023,1620.909375,184607200.0
1.064,2665.97743913662,1.0,11441.703,28.547470092773438,11441.703,5768.5265625,130912570.0
1.068,2675.8215165692013,1.0,3098.7969,28.61737632751465,3098.7969,7580.1296875,9602542.0
1.072,2685.715367133127,1.0,-6197.59,28.675098419189453,6197.59,6149.91640625,38410120.0
