Time (s),Depth,RD,Amplitude,Instantaneous_freq,Amplitude_abs,Amplitude_roll_mean,Amplitude_energy
1.016,2260.5,22.363650000000003,-3262.9375,22.572105407714844,3262.9375,889.892578125,10646761.0
1.02,2270.5,21.84415,-3955.0757,19.898351669311523,3955.0757,-573.48564453125,15642624.0
1.024,2280.5,23.218650000000004,-3065.1836,234.48495483398438,3065.1836,-1819.33466796875,9395350.0
1.028,2290.0,19.086850000000002,-1977.5371,247.14129638671875,1977.5371,-2590.57431640625,3910653.0
1.032,2300.0,19.479149999999997,-2570.7988,11.956436157226562,2570.7988,-2966.30654296875,6609006.5
1.036,2310.0,16.604,-4449.457,10.015153884887695,4449.457,-3203.61044921875,19797668.0
1.04,2320.0,24.22815,-5932.6133,231.68881225585938,5932.6133,-3599.11796875,35195900.0
1.044,2330.0,17.35915,-4943.8438,21.357601165771484,4943.8438,-3974.85,24441592.0
1.048,2340.0,20.210350000000002,-1087.6455,22.118566513061523,1087.6455,-3796.8716796875,1182972.8
1.052,2349.5,24.58335,4152.828,22.5447940826416,4152.828,-2452.1462890625,17245982.0
1.056,2359.5,23.49415,8305.656,22.688892364501953,8305.656,98.8763671875,68983930.0
1.06,2369.5,29.987000000000005,9492.18,22.788829803466797,9492.18,3183.8349609375,90101470.0
1.064,2379.5,22.183000000000003,7316.8906,23.02313804626465,7316.8906,5635.9818359375,53536890.0
1.068,2389.5,20.057350000000003,3065.1846,23.076351165771484,3065.1846,6466.5478515625,9395356.0
1.072,2399.5,17.09435,-1483.1533,24.043384552001953,1483.1533,5339.3515625,2199743.8
